Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Category
YP_005220881.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26301.1 hypothetical protein AM386_31800 (plasmid) [Klebsiella pneumoniae],Mutated,7,277,Hypothetical Proteins
YP_005220957.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17833.1 hypothetical protein C5707_028510 (plasmid) [Klebsiella pneumoniae],Mutated,7,97,Hypothetical Proteins
YP_005220987.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_015992305.1 QPP73224.1 hypothetical protein I5M58_29265 (plasmid) [Klebsiella pneumoniae],Mutated,254,177,Hypothetical Proteins
YP_005220924.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26268.1 hypothetical protein AM386_31590 (plasmid) [Klebsiella pneumoniae],Mutated,61,220,Hypothetical Proteins
YP_005220810.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26246.1 hypothetical protein AM386_31460 (plasmid) [Klebsiella pneumoniae],Mutated,21,204,Hypothetical Proteins
YP_005220938.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26256.1 hypothetical protein AM386_31520 (plasmid) [Klebsiella pneumoniae],Mutated,6,189,Hypothetical Proteins
YP_005221047.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02642.1 hypothetical protein B8O09_27620 [Klebsiella pneumoniae],Mutated,27,168,Hypothetical Proteins
YP_005220867.1,Gp21 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26312.1 hypothetical protein AM386_31860 (plasmid) [Klebsiella pneumoniae],Mutated,3164,1301,Hypothetical Proteins
YP_005229682.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03290.1 hypothetical protein B8O09_29895 (plasmid) [Klebsiella pneumoniae],Mutated,56,216,Hypothetical Proteins
YP_005229683.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03295.1 hypothetical protein B8O09_29930 (plasmid) [Klebsiella pneumoniae],Mutated,7,214,Hypothetical Proteins
YP_005220990.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17860.1 hypothetical protein C5707_028665 (plasmid) [Klebsiella pneumoniae],Mutated,3,142,Hypothetical Proteins
YP_005221018.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_003574255.1 BBE64050.1 hypothetical protein TRKP064_4956 [Klebsiella pneumoniae],Mutated,5,37,Hypothetical Proteins
YP_005229628.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_003367555.1 AXL00091.1 hypothetical protein C2L60_28570 (plasmid) [Klebsiella pneumoniae],Mutated,48,153,Hypothetical Proteins
YP_005220954.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17830.1 hypothetical protein C5707_028495 (plasmid) [Klebsiella pneumoniae],Mutated,5,173,Hypothetical Proteins
YP_005220846.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26327.1 hypothetical protein AM386_31960 (plasmid) [Klebsiella pneumoniae],Mutated,3,71,Hypothetical Proteins
YP_005220904.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26282.1 hypothetical protein AM386_31690 (plasmid) [Klebsiella pneumoniae],Mutated,1,67,Hypothetical Proteins
YP_005220939.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26359.1 hypothetical protein AM386_31515 (plasmid) [Klebsiella pneumoniae],Mutated,33,236,Hypothetical Proteins
YP_005229710.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97433.1 hypothetical protein B9G35_28795 (plasmid) [Klebsiella pneumoniae],Mutated,33,134,Hypothetical Proteins
YP_005229681.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03289.1 hypothetical protein B8O09_29890 (plasmid) [Klebsiella pneumoniae],Mutated,10,102,Hypothetical Proteins
YP_005229672.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97547.1 hypothetical protein B9G35_28625 (plasmid) [Klebsiella pneumoniae],Mutated,10,69,Hypothetical Proteins
YP_005220858.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26369.1 hypothetical protein AM386_31900 (plasmid) [Klebsiella pneumoniae],Mutated,7,118,Hypothetical Proteins
YP_005220921.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26271.1 hypothetical protein AM386_31610 (plasmid) [Klebsiella pneumoniae],Mutated,12,192,Hypothetical Proteins
YP_005221063.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02731.1 hypothetical protein B8O09_28085 [Klebsiella pneumoniae],Mutated,1,67,Hypothetical Proteins
YP_005220857.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_017809835.1 QTO16041.1 hypothetical protein HRG83_28270 (plasmid) [Klebsiella pneumoniae],Mutated,196,61,Hypothetical Proteins
YP_005229731.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97455.1 hypothetical protein B9G35_28920 (plasmid) [Klebsiella pneumoniae],Mutated,25,70,Hypothetical Proteins
YP_005220887.1,"hypothetical protein, partial (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002202195.1 ASC26295.1 hypothetical protein AM386_31770 (plasmid) [Klebsiella pneumoniae],Mutated,323,215,Hypothetical Proteins
YP_005229760.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC20452.1 hypothetical protein AM386_00780 (plasmid) [Klebsiella pneumoniae],Mutated,1,118,Hypothetical Proteins
YP_005229757.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03260.1 hypothetical protein B8O09_29690 (plasmid) [Klebsiella pneumoniae],Mutated,26,63,Hypothetical Proteins
YP_005220966.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17842.1 hypothetical protein C5707_028555 (plasmid) [Klebsiella pneumoniae],Mutated,20,285,Hypothetical Proteins
YP_005229657.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_003367555.1 AXK99986.1 hypothetical protein C2L60_28620 (plasmid) [Klebsiella pneumoniae],Mutated,11,92,Hypothetical Proteins
YP_005221066.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_011045595.1 QIF54815.1 hypothetical protein FU841_25040 [Klebsiella pneumoniae],Mutated,12,99,Hypothetical Proteins
YP_005220813.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_004119955.1 QAW64897.1 hypothetical protein C2L61_29390 (plasmid) [Klebsiella pneumoniae],Mutated,35,119,Hypothetical Proteins
YP_005229736.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002903005.1 AUV35747.1 hypothetical protein C2U50_02810 (plasmid) [Klebsiella pneumoniae],Mutated,3,105,Hypothetical Proteins
YP_005229732.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97456.1 hypothetical protein B9G35_28925 (plasmid) [Klebsiella pneumoniae],Mutated,19,118,Hypothetical Proteins
YP_005220982.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17856.1 hypothetical protein C5707_028635 (plasmid) [Klebsiella pneumoniae],Mutated,1,310,Hypothetical Proteins
YP_005229698.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97424.1 hypothetical protein B9G35_28740 (plasmid) [Klebsiella pneumoniae],Mutated,11,108,Hypothetical Proteins
YP_005221098.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17823.1 hypothetical protein C5707_028455 (plasmid) [Klebsiella pneumoniae],Mutated,10,179,Hypothetical Proteins
YP_005221058.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02716.1 hypothetical protein B8O09_28000 [Klebsiella pneumoniae],Mutated,1,92,Hypothetical Proteins
YP_005220962.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17838.1 hypothetical protein C5707_028535 (plasmid) [Klebsiella pneumoniae],Mutated,1,119,Hypothetical Proteins
YP_005220928.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26265.1 hypothetical protein AM386_31570 (plasmid) [Klebsiella pneumoniae],Mutated,14,277,Hypothetical Proteins
YP_005220809.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26247.1 hypothetical protein AM386_31465 (plasmid) [Klebsiella pneumoniae],Mutated,1,70,Hypothetical Proteins
YP_005229752.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97472.1 hypothetical protein B9G35_29025 (plasmid) [Klebsiella pneumoniae],Mutated,16,76,Hypothetical Proteins
YP_005229625.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_003367555.1 AXL00090.1 hypothetical protein C2L60_28560 (plasmid) [Klebsiella pneumoniae],Mutated,24,130,Hypothetical Proteins
YP_005220893.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26290.1 hypothetical protein AM386_31740 (plasmid) [Klebsiella pneumoniae],Mutated,2,84,Hypothetical Proteins
YP_005220978.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17853.1 hypothetical protein C5707_028615 (plasmid) [Klebsiella pneumoniae],Mutated,4,111,Hypothetical Proteins
YP_005220913.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26276.1 hypothetical protein AM386_31635 (plasmid) [Klebsiella pneumoniae],Mutated,598,61,Hypothetical Proteins
YP_005229674.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17736.1 hypothetical protein C5707_027920 (plasmid) [Klebsiella pneumoniae],Mutated,5,52,Hypothetical Proteins
YP_005220880.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26302.1 hypothetical protein AM386_31805 (plasmid) [Klebsiella pneumoniae],Mutated,2,114,Hypothetical Proteins
YP_005220988.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17858.1 hypothetical protein C5707_028655 (plasmid) [Klebsiella pneumoniae],Mutated,184,223,Hypothetical Proteins
YP_005220811.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26245.1 hypothetical protein AM386_31455 (plasmid) [Klebsiella pneumoniae],Mutated,6,58,Hypothetical Proteins
YP_005220877.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26305.1 hypothetical protein AM386_31820 (plasmid) [Klebsiella pneumoniae],Mutated,5,248,Hypothetical Proteins
YP_005220878.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26304.1 hypothetical protein AM386_31815 (plasmid) [Klebsiella pneumoniae],Mutated,8,130,Hypothetical Proteins
YP_005220819.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26354.1 hypothetical protein AM386_32145 (plasmid) [Klebsiella pneumoniae],Mutated,25,141,Hypothetical Proteins
YP_005221062.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02730.1 hypothetical protein B8O09_28080 [Klebsiella pneumoniae],Mutated,4,241,Hypothetical Proteins
YP_005220903.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26283.1 hypothetical protein AM386_31695 (plasmid) [Klebsiella pneumoniae],Mutated,2,216,Hypothetical Proteins
YP_005220888.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_004119955.1 QAW64836.1 hypothetical protein C2L61_29065 (plasmid) [Klebsiella pneumoniae],Mutated,278,275,Hypothetical Proteins
YP_005220891.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26292.1 hypothetical protein AM386_31750 (plasmid) [Klebsiella pneumoniae],Mutated,2,88,Hypothetical Proteins
YP_005229624.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_003367555.1 AXK99977.1 hypothetical protein C2L60_28555 (plasmid) [Klebsiella pneumoniae],Mutated,12,173,Hypothetical Proteins
YP_005220953.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17829.1 hypothetical protein C5707_028490 (plasmid) [Klebsiella pneumoniae],Mutated,3,202,Hypothetical Proteins
YP_005220911.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26277.1 hypothetical protein AM386_31650 (plasmid) [Klebsiella pneumoniae],Mutated,7,72,Hypothetical Proteins
YP_005220900.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26367.1 hypothetical protein AM386_31710 (plasmid) [Klebsiella pneumoniae],Mutated,6,144,Hypothetical Proteins
YP_005221027.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_004119955.1 QAW65066.1 hypothetical protein C2L61_30420 (plasmid) [Klebsiella pneumoniae],Mutated,6,75,Hypothetical Proteins
YP_005220854.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26320.1 hypothetical protein AM386_31920 (plasmid) [Klebsiella pneumoniae],Mutated,10,241,Hypothetical Proteins
YP_005229673.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17737.1 hypothetical protein C5707_027925 (plasmid) [Klebsiella pneumoniae],Mutated,2,44,Hypothetical Proteins
YP_005220976.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17851.1 hypothetical protein C5707_028605 (plasmid) [Klebsiella pneumoniae],Mutated,2,123,Hypothetical Proteins
YP_005220955.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17831.1 hypothetical protein C5707_028500 (plasmid) [Klebsiella pneumoniae],Mutated,3,173,Hypothetical Proteins
YP_005220856.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26370.1 hypothetical protein AM386_31910 (plasmid) [Klebsiella pneumoniae],Mutated,112,144,Hypothetical Proteins
YP_005220958.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17834.1 hypothetical protein C5707_028515 (plasmid) [Klebsiella pneumoniae],Mutated,5,284,Hypothetical Proteins
YP_005220875.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26368.1 hypothetical protein AM386_31830 (plasmid) [Klebsiella pneumoniae],Mutated,3,74,Hypothetical Proteins
YP_005229739.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17983.1 hypothetical protein C5707_029510 (plasmid) [Klebsiella pneumoniae],Mutated,1,111,Hypothetical Proteins
YP_005229740.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17982.1 hypothetical protein C5707_029505 (plasmid) [Klebsiella pneumoniae],Mutated,3,54,Hypothetical Proteins
YP_005220863.1,putative transmembrane protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26315.1 hypothetical protein AM386_31875 (plasmid) [Klebsiella pneumoniae],Mutated,6,230,Hypothetical Proteins
YP_005229738.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97459.1 hypothetical protein B9G35_28950 (plasmid) [Klebsiella pneumoniae],Mutated,19,90,Hypothetical Proteins
YP_005220942.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26254.1 hypothetical protein AM386_31505 (plasmid) [Klebsiella pneumoniae],Mutated,22,77,Hypothetical Proteins
YP_005229626.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_003367555.1 AXK99978.1 hypothetical protein C2L60_28565 (plasmid) [Klebsiella pneumoniae],Mutated,26,314,Hypothetical Proteins
YP_005229724.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97448.1 hypothetical protein B9G35_28875 (plasmid) [Klebsiella pneumoniae],Mutated,12,109,Hypothetical Proteins
YP_005229711.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03224.1 hypothetical protein B8O09_29460 (plasmid) [Klebsiella pneumoniae],Mutated,24,103,Hypothetical Proteins
YP_005229619.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002752775.1 ATQ97049.1 hypothetical protein CTI54_28170 (plasmid) [Klebsiella pneumoniae],Mutated,8,85,Hypothetical Proteins
YP_005229763.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03265.1 hypothetical protein B8O09_29715 (plasmid) [Klebsiella pneumoniae],Mutated,7,73,Hypothetical Proteins
YP_005220849.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26325.1 hypothetical protein AM386_31945 (plasmid) [Klebsiella pneumoniae],Mutated,14,155,Hypothetical Proteins
YP_005221055.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24381.1 hypothetical protein AM386_22410 [Klebsiella pneumoniae],Mutated,1,48,Hypothetical Proteins
YP_005229753.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97473.1 hypothetical protein B9G35_29030 (plasmid) [Klebsiella pneumoniae],Mutated,8,75,Hypothetical Proteins
YP_005220961.1,putative lipoprotein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17837.1 hypothetical protein C5707_028530 (plasmid) [Klebsiella pneumoniae],Mutated,11,142,Hypothetical Proteins
YP_005220886.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26296.1 hypothetical protein AM386_31775 (plasmid) [Klebsiella pneumoniae],Mutated,3,299,Hypothetical Proteins
YP_005220991.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17861.1 hypothetical protein C5707_028670 (plasmid) [Klebsiella pneumoniae],Mutated,7,187,Hypothetical Proteins
YP_005229761.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART03263.1 hypothetical protein B8O09_29705 (plasmid) [Klebsiella pneumoniae],Mutated,40,255,Hypothetical Proteins
YP_005229746.1,DNA-binding protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97466.1 hypothetical protein B9G35_28990 (plasmid) [Klebsiella pneumoniae],Mutated,63,685,Hypothetical Proteins
YP_005221099.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002967795.2 QKE17824.1 hypothetical protein C5707_028460 (plasmid) [Klebsiella pneumoniae],Mutated,1,95,Hypothetical Proteins
YP_005220930.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26263.1 hypothetical protein AM386_31560 (plasmid) [Klebsiella pneumoniae],Mutated,7,139,Hypothetical Proteins
YP_005220860.1,hypothetical protein (plasmid) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC26318.1 hypothetical protein AM386_31890 (plasmid) [Klebsiella pneumoniae],Mutated,1,173,Hypothetical Proteins
