Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Enzyme_Type
YP_005226837.1,5-methyltetrahydropteroyltriglutamate/homocysteine S-methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94498.1 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase [Klebsiella pneumoniae],Mutated,4,367,methyltransferase
YP_005229317.1,16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ,GCA_002156725.1 ARS96951.1 16S rRNA (guanine(1516)-N(2))-methyltransferase [Klebsiella pneumoniae],Mutated,6,250,methyltransferase
YP_005225010.1,putative RNA methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92745.1 tRNA/rRNA methyltransferase [Klebsiella pneumoniae],Mutated,9,228,methyltransferase
YP_005225967.1,putative SAM-dependent methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93632.1 ribosomal RNA large subunit methyltransferase F [Klebsiella pneumoniae],Mutated,128,229,methyltransferase
YP_005228504.1,23S rRNA (uracil-5-)-methyltransferase RumA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96170.1 23S rRNA (uracil(1939)-C(5))-methyltransferase [Klebsiella pneumoniae],Mutated,12,434,methyltransferase
YP_005225929.1,biotin biosynthesis protein BioC [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93594.1 malonyl-[acyl-carrier protein] O-methyltransferase BioC [Klebsiella pneumoniae],Mutated,4,251,methyltransferase
YP_005225102.1,S-adenosyl-methyltransferase MraW [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92835.1 ribosomal RNA small subunit methyltransferase H [Klebsiella pneumoniae],Mutated,2,313,methyltransferase
YP_005228556.1,precorrin-3B C(17)-methyltransferase,GCA_002156725.1 ARS96220.1 precorrin-3B C(17)-methyltransferase [Klebsiella pneumoniae],Mutated,4,241,methyltransferase
YP_005228558.1,cobalt-precorrin-4 methyltransferase,GCA_002156725.1 ARS96222.1 precorrin-4 C(11)-methyltransferase [Klebsiella pneumoniae],Mutated,3,257,methyltransferase
YP_005229465.1,tRNA guanosine-2'-O-methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97082.1 tRNA (guanosine(18)-2'-O)-methyltransferase TrmH [Klebsiella pneumoniae],Mutated,2,229,methyltransferase
YP_005228345.1,tRNA (guanine-N(1)-)-methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95955.1 tRNA (guanosine(37)-N1)-methyltransferase TrmD [Klebsiella pneumoniae],Mutated,1,255,methyltransferase
YP_005227999.1,"O6-methylguanine-DNA methyltransferase, transcription activator/repressor [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95627.1 bifunctional transcriptional regulator/O6-methylguanine-DNA methyltransferase [Klebsiella pneumoniae],Mutated,17,354,methyltransferase
YP_005229285.1,RsmD family RNA methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96921.1 16S rRNA (guanine(966)-N(2))-methyltransferase [Klebsiella pneumoniae],Mutated,1,198,methyltransferase
YP_005225348.1,homocysteine methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93053.1 homocysteine S-methyltransferase [Klebsiella pneumoniae],Mutated,7,310,methyltransferase
YP_005224470.1,5-methyltetrahydropteroyltriglutamate/homocysteine S-methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92237.1 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase [Klebsiella pneumoniae],Mutated,20,754,methyltransferase
YP_005226174.1,methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93829.1 ribosomal RNA large subunit methyltransferase I [Klebsiella pneumoniae],Mutated,15,391,methyltransferase
YP_005229138.1,RNA methyltransferase Sun [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96777.1 16S rRNA m5C967 methyltransferase [Klebsiella pneumoniae],Mutated,20,431,methyltransferase
YP_005226738.1,methylated-DNA--protein-cysteine methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94407.1 methylated-DNA--protein-cysteine methyltransferase [Klebsiella pneumoniae],Mutated,4,171,methyltransferase
YP_005228235.1,tRNA/rRNA methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95896.1 tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ [Klebsiella pneumoniae],Mutated,3,244,methyltransferase
YP_005228560.1,cobalt-precorrin-7 (C(5))-methyltransferase,GCA_002156725.1 ARS96224.1 cobalt-precorrin-7 (C(5))-methyltransferase [Klebsiella pneumoniae],Mutated,6,201,methyltransferase
YP_005227749.1,DNA cytosine methylase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95315.1 DNA cytosine methyltransferase [Klebsiella pneumoniae],Mutated,25,466,methyltransferase
YP_005225060.1,dimethyladenosine transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92793.1 ribosomal RNA small subunit methyltransferase A [Klebsiella pneumoniae],Mutated,1,273,methyltransferase
YP_005225286.1,"KpLE2 phage-like element, putative methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS92998.1 SAM-dependent methyltransferase [Klebsiella pneumoniae],Mutated,15,249,methyltransferase
YP_005225252.1,UbiE/COQ5 family methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92964.1 SAM-dependent methyltransferase [Klebsiella pneumoniae],Mutated,12,256,methyltransferase
YP_005228480.1,protein-L-isoaspartate O-methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96149.1 protein-L-isoaspartate O-methyltransferase [Klebsiella pneumoniae],Mutated,10,199,methyltransferase
YP_005229410.1,putative tRNA/rRNA methyltransferase YibK [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97038.1 tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL [Klebsiella pneumoniae],Mutated,3,157,methyltransferase
YP_005228762.1,tRNA (guanine-N(7))-methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96420.1 tRNA (guanosine(46)-N7)-methyltransferase TrmB [Klebsiella pneumoniae],Mutated,1,239,methyltransferase
YP_005228991.1,methyltransferase domain-containing protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96635.1 rRNA (cytidine-2'-O-)-methyltransferase [Klebsiella pneumoniae],Mutated,2,287,methyltransferase
YP_005225242.1,tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO,GCA_002156725.1 ARS92955.1 tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO [Klebsiella pneumoniae],Mutated,7,235,methyltransferase
YP_005228276.1,putative methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95933.1 tRNA/rRNA methyltransferase [Klebsiella pneumoniae],Mutated,4,361,methyltransferase
YP_005228538.1,putative RNA 2'-O-ribose methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96203.1 23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM [Klebsiella pneumoniae],Mutated,2,366,methyltransferase
YP_005226067.1,23S rRNA (uracil-5-)-methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93730.1 23S rRNA (uracil(747)-C(5))-methyltransferase [Klebsiella pneumoniae],Mutated,7,375,methyltransferase
YP_005227667.1,putative methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95240.1 16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF [Klebsiella pneumoniae],Mutated,18,477,methyltransferase
YP_005228089.1,"protein-(glutamine-N5) methyltransferase, 50S ribosomal protein L3-specific [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95712.1 50S ribosomal protein L3 N(5)-glutamine methyltransferase [Klebsiella pneumoniae],Mutated,2,310,methyltransferase
YP_005229615.1,glucose-inhibited division protein B [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92065.1 ribosomal RNA small subunit methyltransferase G [Klebsiella pneumoniae],Mutated,2,207,methyltransferase
YP_005228272.1,tRNA1(Val) (adenine(37)-N6)-methyltransferase,GCA_002156725.1 ARS95929.1 tRNA (adenosine(37)-N6)-methyltransferase TrmM [Klebsiella pneumoniae],Mutated,3,245,methyltransferase
YP_005226157.1,23S rRNA m(2)G2445 methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93809.1 ribosomal RNA large subunit methyltransferase K/L [Klebsiella pneumoniae],Mutated,5,701,methyltransferase
YP_005228944.1,23S rRNA (guanine(1835)-N(2))-methyltransferase RlmG,GCA_002156725.1 ARS96592.1 ribosomal RNA large subunit methyltransferase G [Klebsiella pneumoniae],Mutated,12,376,methyltransferase
YP_005224873.1,cyclopropane-fatty-acyl-phospholipid synthase family protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92616.1 SAM-dependent methyltransferase [Klebsiella pneumoniae],Mutated,18,406,methyltransferase
YP_005227218.1,putative methyltransferase for tellurite resistance [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94839.1 tellurite resistance methyltransferase TehB [Klebsiella pneumoniae],Mutated,10,198,methyltransferase
YP_005224980.1,16S ribosomal RNA m2G1207 methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92717.1 16S rRNA methyltransferase [Klebsiella pneumoniae],Mutated,6,342,methyltransferase
YP_005226128.1,putative metallothionein SmtA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC24822.1 tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM [Klebsiella pneumoniae],Mutated,4,265,methyltransferase
YP_005229320.1,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ,GCA_002156725.1 ARS96954.1 23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ [Klebsiella pneumoniae],Mutated,2,280,methyltransferase
YP_005227652.1,ribosomal RNA large subunit methyltransferase A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95225.1 23S rRNA (guanine(745)-N(1))-methyltransferase [Klebsiella pneumoniae],Mutated,7,264,methyltransferase
YP_005225459.1,putative methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93158.1 6-O-methylguanine DNA methyltransferase [Klebsiella pneumoniae],Mutated,2,103,methyltransferase
YP_005226685.1,putative O-methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94360.1 methyltransferase [Klebsiella pneumoniae],Mutated,13,224,methyltransferase
YP_005228561.1,cobalt-precorrin-6A synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96225.1 cobalt-precorrin-5B (C(1))-methyltransferase [Klebsiella pneumoniae],Mutated,5,379,methyltransferase
YP_005226877.1,trans-aconitate 2-methyltransferase,GCA_002156725.1 ARS94536.1 trans-aconitate 2-methyltransferase [Klebsiella pneumoniae],Mutated,14,253,methyltransferase
YP_005228559.1,cobalt-precorrin-6Y C(15)-methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS96223.1 precorrin-6Y C5,15-methyltransferase (decarboxylating) subunit CbiT [Klebsiella pneumoniae]",Mutated,3,189,methyltransferase
YP_005229100.1,50S ribosomal protein L11 methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96739.1 50S ribosomal protein L11 methyltransferase [Klebsiella pneumoniae],Mutated,2,293,methyltransferase
