Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Enzyme_Type
YP_005227281.1,riboflavin synthase subunit alpha [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94897.1 riboflavin synthase [Klebsiella pneumoniae],Mutated,5,211,synthase
YP_005227706.1,putative methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95273.1 tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB [Klebsiella pneumoniae],Mutated,13,334,synthase
YP_005227982.1,16S rRNA pseudouridylate synthase A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95611.1 16S rRNA pseudouridine(516) synthase [Klebsiella pneumoniae],Mutated,5,239,synthase
YP_005224533.1,B12-dependent methionine synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92299.1 methionine synthase [Klebsiella pneumoniae],Mutated,6,1227,synthase
YP_005225221.1,undecaprenyl pyrophosphate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS92936.1 (2E,6E)-farnesyl- diphosphate-specific ditrans,polycis-undecaprenyl-diphosphate synthase [Klebsiella pneumoniae]",Mutated,6,258,synthase
YP_005228128.1,cysteine synthase A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95744.1 cysteine synthase A [Klebsiella pneumoniae],Mutated,2,323,synthase
YP_005224662.1,biofilm PGA synthesis N-glycosyltransferase PgaC [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS92416.1 poly-beta-1,6 N-acetyl-D-glucosamine synthase [Klebsiella pneumoniae]",Mutated,7,442,synthase
YP_005225415.1,thiamine biosynthesis protein ThiI [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93115.1 tRNA 4-thiouridine(8) synthase ThiI [Klebsiella pneumoniae],Mutated,3,482,synthase
YP_005229212.1,3-dehydroquinate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96849.1 3-dehydroquinate synthase [Klebsiella pneumoniae],Mutated,41,327,synthase
YP_005226263.1,23S rRNA pseudouridylate synthase C [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97195.1 23S rRNA pseudouridine(955/2504/2580) synthase [Klebsiella pneumoniae],Mutated,18,331,synthase
YP_005229019.1,argininosuccinate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96660.1 argininosuccinate synthase [Klebsiella pneumoniae],Mutated,2,447,synthase
YP_005224508.1,thiazole biosynthesis protein ThiH [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92275.1 2-iminoacetate synthase ThiH [Klebsiella pneumoniae],Mutated,5,377,synthase
YP_005229206.1,siroheme synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96843.1 siroheme synthase [Klebsiella pneumoniae],Mutated,3,457,synthase
YP_005229064.1,glutamate synthase large subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96704.1 glutamate synthase large subunit [Klebsiella pneumoniae],Mutated,7,1486,synthase
YP_005229339.1,putative cellulose synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97334.1 cellulose synthase regulator BcsB [Klebsiella pneumoniae],Mutated,27,781,synthase
YP_005227730.1,dihydrodipicolinate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95297.1 dihydrodipicolinate synthase family protein [Klebsiella pneumoniae],Mutated,20,293,synthase
YP_005225229.1,lipid-A-disaccharide synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92944.1 lipid-A-disaccharide synthase [Klebsiella pneumoniae],Mutated,3,383,synthase
YP_005228496.1,putative 6-pyruvoyl tetrahydrobiopterin synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97304.1 6-carboxytetrahydropterin synthase QueD [Klebsiella pneumoniae],Mutated,1,121,synthase
YP_005225014.1,threonine synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92748.1 threonine synthase [Klebsiella pneumoniae],Mutated,7,426,synthase
YP_005229012.1,tRNA pseudouridine synthase B [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96655.1 tRNA pseudouridine(55) synthase TruB [Klebsiella pneumoniae],Mutated,2,314,synthase
YP_005229347.1,hypothetical protein KPHS_50470 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96977.1 cellulose synthase [Klebsiella pneumoniae],Mutated,6,158,synthase
YP_005224529.1,malate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92296.1 malate synthase A [Klebsiella pneumoniae],Mutated,5,533,synthase
YP_005225413.1,geranyltranstransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS93113.1 (2E,6E)-farnesyl diphosphate synthase [Klebsiella pneumoniae]",Mutated,3,299,synthase
YP_005228029.1,2-oxoglutarate decarboxylase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95656.1 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [Klebsiella pneumoniae],Mutated,16,556,synthase
YP_005227761.1,salicylate synthase Irp9 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95358.1 salicylate synthase [Klebsiella pneumoniae],Mutated,16,434,synthase
YP_005228253.1,phosphoribosylformylglycinamidine synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97296.1 phosphoribosylformylglycinamidine synthase [Klebsiella pneumoniae],Mutated,29,1295,synthase
YP_005224509.1,thiamin biosynthesis ThiGH complex subunit for thiazole moiety [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92276.1 thiazole synthase [Klebsiella pneumoniae],Mutated,4,256,synthase
YP_005226320.1,pseudouridine synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93955.1 23S rRNA pseudouridine(2457) synthase [Klebsiella pneumoniae],Mutated,3,216,synthase
YP_005229341.1,cell division protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96971.1 cellulose synthase operon protein YhjQ [Klebsiella pneumoniae],Mutated,3,243,synthase
YP_005229340.1,cellulose synthase catalytic subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96970.1 cellulose synthase catalytic subunit [Klebsiella pneumoniae],Mutated,4,872,synthase
YP_005225944.1,cardiolipin synthase 2 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93612.1 cardiolipin synthase B [Klebsiella pneumoniae],Mutated,5,414,synthase
YP_005225451.1,putative cysteine synthase/cystathionine beta-synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93150.1 cysteine synthase [Klebsiella pneumoniae],Mutated,6,350,synthase
YP_005228280.1,phosphatidylserine synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95937.1 phosphatidylserine synthase [Klebsiella pneumoniae],Mutated,1,451,synthase
YP_005228259.1,4'-phosphopantetheinyl transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95917.1 holo-ACP synthase [Klebsiella pneumoniae],Mutated,1,126,synthase
YP_005229614.1,ATP synthase subunit I [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92064.1 ATP F0F1 synthase subunit I [Klebsiella pneumoniae],Mutated,1,126,synthase
YP_005226463.1,anthranilate synthase component I [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94081.1 anthranilate synthase component I [Klebsiella pneumoniae],Mutated,5,520,synthase
YP_005227944.1,tRNA-dihydrouridine synthase C [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95574.1 tRNA dihydrouridine(16) synthase DusC [Klebsiella pneumoniae],Mutated,3,310,synthase
YP_005225597.1,putative citrate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93294.1 citrate (Si)-synthase [Klebsiella pneumoniae],Mutated,11,434,synthase
YP_005225930.1,dithiobiotin synthetase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93595.1 dethiobiotin synthase [Klebsiella pneumoniae],Mutated,5,240,synthase
YP_005228077.1,tRNA pseudouridine synthase A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95702.1 tRNA pseudouridine(38-40) synthase TruA [Klebsiella pneumoniae],Mutated,4,270,synthase
YP_005229613.1,ATP synthase F0 subunit A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92063.1 ATP synthase subunit A [Klebsiella pneumoniae],Mutated,4,271,synthase
YP_005226459.1,tryptophan synthase subunit alpha [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94077.1 tryptophan synthase subunit alpha [Klebsiella pneumoniae],Mutated,4,269,synthase
YP_005228749.1,glutathione synthetase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96408.1 glutathione synthase [Klebsiella pneumoniae],Mutated,3,316,synthase
YP_005227070.1,glutamine amidotransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94711.1 GMP synthase [Klebsiella pneumoniae],Mutated,72,245,synthase
YP_005228207.1,bifunctional GMP synthase/glutamine amidotransferase protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95869.1 GMP synthase (glutamine-hydrolyzing) [Klebsiella pneumoniae],Mutated,2,525,synthase
YP_005228137.1,cysteine synthase B [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95752.1 cysteine synthase B [Klebsiella pneumoniae],Mutated,6,303,synthase
YP_005229608.1,F0F1 ATP synthase subunit gamma [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92058.1 ATP synthase subunit gamma [Klebsiella pneumoniae],Mutated,1,287,synthase
YP_005227340.1,acetolactate synthase large subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94948.1 acetolactate synthase AlsS [Klebsiella pneumoniae],Mutated,7,559,synthase
YP_005228030.1,menaquinone-specific isochorismate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95657.1 menaquinone-specific isochorismate synthase [Klebsiella pneumoniae],Mutated,16,429,synthase
YP_005224447.1,uroporphyrinogen-III synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92214.1 uroporphyrinogen-III synthase [Klebsiella pneumoniae],Mutated,3,246,synthase
YP_005224543.1,23S rRNA pseudouridine synthase F [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92309.1 23S rRNA pseudouridine synthase F [Klebsiella pneumoniae],Mutated,4,291,synthase
YP_005225939.1,molybdenum cofactor biosynthesis protein C [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93607.1 cyclic pyranopterin monophosphate synthase MoaC [Klebsiella pneumoniae],Mutated,4,162,synthase
YP_005227581.1,putative ribosomal large subunit pseudouridine synthase A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95164.1 RNA pseudouridine synthase [Klebsiella pneumoniae],Mutated,39,263,synthase
YP_005228027.1,naphthoate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS95654.1 1,4-dihydroxy-2-naphthoyl-CoA synthase [Klebsiella pneumoniae]",Mutated,1,285,synthase
YP_005228260.1,pyridoxal phosphate biosynthetic protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95918.1 pyridoxine 5'-phosphate synthase [Klebsiella pneumoniae],Mutated,7,243,synthase
YP_005224512.1,thiamine-phosphate pyrophosphorylase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92279.1 thiamine phosphate synthase [Klebsiella pneumoniae],Mutated,7,211,synthase
YP_005224573.1,tRNA-dihydrouridine synthase A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92337.1 tRNA dihydrouridine(20/20a) synthase DusA [Klebsiella pneumoniae],Mutated,47,332,synthase
YP_005227705.1,putative methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95272.1 carboxy-S-adenosyl-L-methionine synthase CmoA [Klebsiella pneumoniae],Mutated,4,247,synthase
YP_005228391.1,putative isopropylmalate/homocitrate/citramalate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96062.1 2-isopropylmalate synthase [Klebsiella pneumoniae],Mutated,9,558,synthase
YP_005228497.1,coenzyme PQQ synthesis protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96164.1 7-carboxy-7-deazaguanine synthase QueE [Klebsiella pneumoniae],Mutated,7,223,synthase
YP_005225448.1,queuosine biosynthesis protein QueC [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93147.1 7-cyano-7-deazaguanine synthase QueC [Klebsiella pneumoniae],Mutated,6,233,synthase
YP_005228483.1,"2-C-methyl-D-erythritol 2,4-cyclo diphosphate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS96152.1 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [Klebsiella pneumoniae]",Mutated,2,159,synthase
YP_005226171.1,methylglyoxal synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93826.1 methylglyoxal synthase [Klebsiella pneumoniae],Mutated,9,157,synthase
YP_005227454.1,kinase/pyrophosphorylase,GCA_002156725.1 ARS97252.1 phosphoenolpyruvate synthase regulatory protein [Klebsiella pneumoniae],Mutated,3,277,synthase
YP_005226460.1,tryptophan synthase subunit beta [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94078.1 tryptophan synthase subunit beta [Klebsiella pneumoniae],Mutated,4,397,synthase
YP_005228548.1,cobyric acid synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96212.1 cobyric acid synthase CobQ [Klebsiella pneumoniae],Mutated,13,507,synthase
YP_005228881.1,"3,4-dihydroxy-2-butanone 4-phosphate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS96532.1 3,4-dihydroxy-2-butanone-4-phosphate synthase [Klebsiella pneumoniae]",Mutated,2,217,synthase
YP_005226771.1,triphosphoribosyl-dephospho-CoA transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94441.1 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase [Klebsiella pneumoniae],Mutated,29,280,synthase
YP_005227280.1,cyclopropane-fatty-acyl-phospholipid synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94896.1 cyclopropane-fatty-acyl-phospholipid synthase [Klebsiella pneumoniae],Mutated,1,382,synthase
YP_005225095.1,2-isopropylmalate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92826.1 2-isopropylmalate synthase [Klebsiella pneumoniae],Mutated,2,523,synthase
YP_005228564.1,"cobyrinic Acid a,c-diamide synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS96228.1 cobyrinic acid a,c-diamide synthase [Klebsiella pneumoniae]",Mutated,20,458,synthase
YP_005225890.1,phospho-2-dehydro-3-deoxyheptonate aldolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93562.1 3-deoxy-7-phosphoheptulonate synthase [Klebsiella pneumoniae],Mutated,14,350,synthase
YP_005229065.1,glutamate synthase small subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96705.1 glutamate synthase small subunit [Klebsiella pneumoniae],Mutated,2,472,synthase
YP_005225525.1,tRNA 2-selenouridine synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93215.1 tRNA 2-selenouridine(34) synthase MnmH [Klebsiella pneumoniae],Mutated,18,358,synthase
YP_005227455.1,phospho-2-dehydro-3-deoxyheptonate aldolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97253.1 3-deoxy-7-phosphoheptulonate synthase [Klebsiella pneumoniae],Mutated,34,380,synthase
YP_005226465.1,threonylcarbamoyl-AMP synthase,GCA_002156725.1 ARS94083.1 threonylcarbamoyl-AMP synthase [Klebsiella pneumoniae],Mutated,1,206,synthase
YP_005225099.1,acetolactate synthase III small subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92831.1 acetolactate synthase small subunit [Klebsiella pneumoniae],Mutated,11,173,synthase
YP_005228836.1,cystathionine-beta-synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97315.1 cystathionine beta-synthase [Klebsiella pneumoniae],Mutated,14,458,synthase
YP_005228460.1,acetolactate synthase III large subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96129.1 acetolactate synthase [Klebsiella pneumoniae],Mutated,14,569,synthase
YP_005226468.1,23S rRNA pseudouridylate synthase B [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94086.1 23S rRNA pseudouridylate synthase [Klebsiella pneumoniae],Mutated,2,300,synthase
YP_005227452.1,phosphoenolpyruvate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95050.1 phosphoenolpyruvate synthase [Klebsiella pneumoniae],Mutated,4,792,synthase
YP_005227033.1,putative glutamine amidotransferase class-I [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94674.1 GMP synthase [Klebsiella pneumoniae],Mutated,22,241,synthase
YP_005229351.1,putative ATPase involved in chromosome partitioning [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART00370.1 cellulose synthase operon protein YhjQ [Klebsiella pneumoniae],Mutated,22,263,synthase
YP_005228217.1,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95878.1 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) [Klebsiella pneumoniae],Mutated,1,373,synthase
YP_005225740.1,ATP-dependent serine activating enzyme [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93422.1 enterobactin synthase subunit F [Klebsiella pneumoniae],Mutated,52,1293,synthase
YP_005229101.1,FMN-linked protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96741.1 tRNA dihydrouridine synthase DusB [Klebsiella pneumoniae],Mutated,31,290,synthase
YP_005225052.1,carbamoyl phosphate synthase small subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92783.1 carbamoyl-phosphate synthase small subunit [Klebsiella pneumoniae],Mutated,6,382,synthase
YP_005226857.1,dihydrodipicolinate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94516.1 dihydrodipicolinate synthase family protein [Klebsiella pneumoniae],Mutated,14,294,synthase
YP_005228293.1,phospho-2-dehydro-3-deoxyheptonate aldolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95948.1 3-deoxy-7-phosphoheptulonate synthase [Klebsiella pneumoniae],Mutated,6,356,synthase
YP_005227531.1,putative transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95117.1 siroheme synthase [Klebsiella pneumoniae],Mutated,2,130,synthase
YP_005228544.1,tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA,GCA_002156725.1 ARS96208.1 tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA [Klebsiella pneumoniae],Mutated,4,273,synthase
YP_005225940.1,molybdopterin biosynthesis protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93608.1 molybdopterin synthase sulfur carrier subunit [Klebsiella pneumoniae],Mutated,3,82,synthase
YP_005225526.1,phosphoribosylaminoimidazole carboxylase ATPase subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93216.1 5-(carboxyamino)imidazole ribonucleotide synthase [Klebsiella pneumoniae],Mutated,4,355,synthase
YP_005228490.1,siroheme synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96159.1 siroheme synthase [Klebsiella pneumoniae],Mutated,11,468,synthase
YP_005229609.1,F0F1 ATP synthase subunit alpha [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92059.1 ATP synthase subunit alpha [Klebsiella pneumoniae],Mutated,2,513,synthase
YP_005227028.1,putative beta-ketoacyl synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94670.1 beta-ketoacyl-[acyl-carrier-protein] synthase II [Klebsiella pneumoniae],Mutated,30,424,synthase
YP_005227713.1,"alpha,alpha-trehalose-phosphate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95280.1 trehalose-6-phosphate synthase [Klebsiella pneumoniae],Mutated,2,474,synthase
YP_005229349.1,cellulose synthase regulator protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96979.1 cellulose synthase regulator BcsB [Klebsiella pneumoniae],Mutated,23,811,synthase
YP_005229544.1,acetolactate synthase 1 regulatory subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92000.1 acetolactate synthase isozyme 1 small subunit [Klebsiella pneumoniae],Mutated,1,95,synthase
YP_005228028.1,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylante synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS95655.1 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [Klebsiella pneumoniae]",Mutated,12,252,synthase
YP_005228074.1,dihydrofolate:folylpolyglutamate synthetase/dihydrofolate synthetase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95699.1 bifunctional tetrahydrofolate synthase/dihydrofolate synthase [Klebsiella pneumoniae],Mutated,7,422,synthase
YP_005225048.1,putative modifier of citrate lyase protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92780.1 triphosphoribosyl-dephospho-CoA synthase CitG [Klebsiella pneumoniae],Mutated,5,302,synthase
YP_005229026.1,dihydropteroate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96666.1 dihydropteroate synthase [Klebsiella pneumoniae],Mutated,2,282,synthase
YP_005226272.1,3-oxoacyl-(acyl carrier protein) synthase II [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93917.1 beta-ketoacyl-[acyl-carrier-protein] synthase II [Klebsiella pneumoniae],Mutated,14,401,synthase
YP_005226268.1,3-oxoacyl-ACP synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93913.1 3-oxoacyl-ACP synthase III [Klebsiella pneumoniae],Mutated,1,317,synthase
YP_005229545.1,acetolactate synthase large subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS92001.1 acetolactate synthase, large subunit, biosynthetic type [Klebsiella pneumoniae]",Mutated,28,552,synthase
YP_005229348.1,putative cellulose synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96978.1 cellulose synthase [Klebsiella pneumoniae],Mutated,22,1350,synthase
YP_005225927.1,"biotin synthesis, sulfur insertion [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93592.1 biotin synthase [Klebsiella pneumoniae],Mutated,10,338,synthase
