Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Enzyme_Type
YP_005227541.1,peptidyl-tRNA hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95127.1 aminoacyl-tRNA hydrolase [Klebsiella pneumoniae],Mutated,3,194,hydrolase
YP_005225450.1,cof family hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93149.1 thiamin pyrimidine pyrophosphate hydrolase [Klebsiella pneumoniae],Mutated,2,272,hydrolase
YP_005227702.1,hydrolase,GCA_002156725.1 ARS95269.1 hydrolase [Klebsiella pneumoniae],Mutated,5,188,hydrolase
YP_005225254.1,hydroxyacylglutathione hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92966.1 hydroxyacylglutathione hydrolase [Klebsiella pneumoniae],Mutated,12,251,hydrolase
YP_005228626.1,glycoside hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97306.1 glycosyl hydrolase family 32 [Klebsiella pneumoniae],Mutated,16,477,hydrolase
YP_005228850.1,putative glycoside hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96501.1 glycoside hydrolase [Klebsiella pneumoniae],Mutated,14,507,hydrolase
YP_005227062.1,putative epoxide hydrolase protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94704.1 alpha/beta hydrolase [Klebsiella pneumoniae],Mutated,11,330,hydrolase
YP_005228730.1,putative hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96388.1 alpha/beta hydrolase [Klebsiella pneumoniae],Mutated,7,256,hydrolase
YP_005226530.1,"glycosyl hydrolase, family 2 [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94212.1 glycosyl hydrolase family 2 [Klebsiella pneumoniae],Mutated,719,45,hydrolase
YP_005224480.1,deoxyribonuclease TatD [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92247.1 hydrolase TatD [Klebsiella pneumoniae],Mutated,11,267,hydrolase
YP_005226277.1,putative hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93921.1 metal-dependent hydrolase [Klebsiella pneumoniae],Mutated,3,264,hydrolase
YP_005226527.1,alpha/beta hydrolase,GCA_002156725.1 ARS94209.1 alpha/beta hydrolase [Klebsiella pneumoniae],Mutated,23,378,hydrolase
YP_005224608.1,putative inner membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92370.1 murein hydrolase regulator LrgA [Klebsiella pneumoniae],Mutated,1,135,hydrolase
YP_005224988.1,putative hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92725.1 metal-dependent hydrolase [Klebsiella pneumoniae],Mutated,7,264,hydrolase
YP_005229417.1,murein hydrolase activator EnvC,GCA_002156725.1 ARS97045.1 murein hydrolase activator EnvC [Klebsiella pneumoniae],Mutated,8,423,hydrolase
YP_005226900.1,transthyretin-like protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94558.1 hydroxyisourate hydrolase [Klebsiella pneumoniae],Mutated,7,108,hydrolase
YP_005229219.1,putative NUDIX hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96858.1 ADP compounds hydrolase NudE [Klebsiella pneumoniae],Mutated,2,188,hydrolase
YP_005225238.1,aminoacyl-tRNA hydrolase,GCA_002156725.1 ARS92952.1 aminoacyl-tRNA hydrolase [Klebsiella pneumoniae],Mutated,2,137,hydrolase
YP_005227955.1,putative esterase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95586.1 S-formylglutathione hydrolase [Klebsiella pneumoniae],Mutated,5,277,hydrolase
YP_005228947.1,M48 family metallopeptidase,GCA_002156725.1 ARS96595.1 metal-dependent hydrolase [Klebsiella pneumoniae],Mutated,2,166,hydrolase
YP_005229535.1,phosphonoacetaldehyde hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91991.1 phosphonoacetaldehyde hydrolase [Klebsiella pneumoniae],Mutated,19,269,hydrolase
YP_005226949.1,alpha/beta hydrolase,GCA_002156725.1 ARS94600.1 alpha/beta hydrolase [Klebsiella pneumoniae],Mutated,154,365,hydrolase
YP_005227035.1,putative isochorismatase hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002903005.1 AUV41092.1 cysteine hydrolase [Klebsiella pneumoniae],Mutated,3,169,hydrolase
YP_005224809.1,amidohydrolase family protein,GCA_002156725.1 ARS92555.1 metal-dependent hydrolase [Klebsiella pneumoniae],Mutated,10,521,hydrolase
YP_005226135.1,MBL fold metallo-hydrolase,GCA_002156725.1 ARS93793.1 MBL fold metallo-hydrolase [Klebsiella pneumoniae],Mutated,2,215,hydrolase
YP_005226319.1,putative Nudix hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93954.1 NUDIX hydrolase [Klebsiella pneumoniae],Mutated,26,152,hydrolase
YP_005225797.1,putative NAD(P)-binding amidase-type enzyme [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93475.1 hydrolase [Klebsiella pneumoniae],Mutated,5,262,hydrolase
YP_005226027.1,lysozyme,GCA_002156725.1 ARS93700.1 glycoside hydrolase [Klebsiella pneumoniae],Mutated,17,169,hydrolase
