Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Enzyme_Type
YP_005225445.1,peptidyl-prolyl cis-trans isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93144.1 peptidylprolyl isomerase [Klebsiella pneumoniae],Mutated,12,624,isomerase
YP_005224931.1,4-hydroxyphenylacetate catabolism [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92674.1 5-carboxymethyl-2-hydroxymuconate delta-isomerase [Klebsiella pneumoniae],Mutated,5,126,isomerase
YP_005228953.1,uronate isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96601.1 uronate isomerase [Klebsiella pneumoniae],Mutated,3,470,isomerase
YP_005229371.1,putative sugar phosphate isomerase/epimerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96997.1 xylose isomerase [Klebsiella pneumoniae],Mutated,3,249,isomerase
YP_005229471.1,triosephosphate isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97088.1 triose-phosphate isomerase [Klebsiella pneumoniae],Mutated,1,255,isomerase
YP_005224745.1,peptidyl-prolyl cis-trans isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92496.1 peptidylprolyl isomerase [Klebsiella pneumoniae],Mutated,17,206,isomerase
YP_005225764.1,S-methyl-5-thioribose-1-phosphate isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93443.1 S-methyl-5-thioribose-1-phosphate isomerase [Klebsiella pneumoniae],Mutated,9,342,isomerase
YP_005225152.1,hypothetical protein KPHS_08520 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92878.1 peptidylprolyl isomerase [Klebsiella pneumoniae],Mutated,629,85,isomerase
YP_005229484.1,MurR/RpiR family transcriptional regulator,GCA_002156725.1 ARS91944.1 sugar isomerase [Klebsiella pneumoniae],Mutated,5,240,isomerase
YP_005225679.1,putative phosphosugar isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93365.1 phosphosugar isomerase [Klebsiella pneumoniae],Mutated,8,328,isomerase
YP_005228534.1,L-fucose isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96199.1 L-fucose isomerase [Klebsiella pneumoniae],Mutated,16,591,isomerase
YP_005225062.1,peptidyl-prolyl cis-trans isomerase SurA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92795.1 peptidyl-prolyl cis-trans isomerase [Klebsiella pneumoniae],Mutated,3,428,isomerase
YP_005225154.1,hypothetical protein KPHS_08540 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92878.1 peptidylprolyl isomerase [Klebsiella pneumoniae],Mutated,526,195,isomerase
YP_005228536.1,fucose operon protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96201.1 fucose isomerase [Klebsiella pneumoniae],Mutated,5,140,isomerase
YP_005229184.1,FKBP-type peptidyl-prolyl cis-trans isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96823.1 peptidylprolyl isomerase [Klebsiella pneumoniae],Mutated,1,195,isomerase
YP_005229046.1,D-arabinose 5-phosphate isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96687.1 D-arabinose 5-phosphate isomerase [Klebsiella pneumoniae],Mutated,10,334,isomerase
YP_005225074.1,L-arabinose isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92807.1 L-arabinose isomerase [Klebsiella pneumoniae],Mutated,12,500,isomerase
YP_005228685.1,isopentenyl-diphosphate delta-isomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96345.1 isopentenyl-diphosphate Delta-isomerase [Klebsiella pneumoniae],Mutated,6,184,isomerase
YP_005226852.1,putative oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94511.1 isomerase [Klebsiella pneumoniae],Mutated,16,263,isomerase
YP_005224935.1,4-hydroxyphenylacetate catabolism [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS92678.1 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [Klebsiella pneumoniae]",Mutated,5,210,isomerase
YP_005226675.1,enoyl-CoA hydratase [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS94351.1 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [Klebsiella pneumoniae]",Mutated,5,262,isomerase
