Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Enzyme_Type
YP_005224630.1,"ribose ABC superfamily ATP binding cassette transporter, permease protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS92389.1 ribose ABC transporter permease [Klebsiella pneumoniae],Mutated,3,332,permease
YP_005225924.1,putative amino acid permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93589.1 amino acid permease [Klebsiella pneumoniae],Mutated,7,460,permease
YP_005229509.1,multidrug efflux permease EefB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91967.1 multidrug efflux RND transporter permease subunit [Klebsiella pneumoniae],Mutated,14,1035,permease
YP_005226898.1,putative guanine/xanthin permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94556.1 xanthine permease XanP [Klebsiella pneumoniae],Mutated,13,459,permease
YP_005228902.1,"permease, cytosine/purine, uracil, thiamine, allantoin family [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96550.1 allantoin permease [Klebsiella pneumoniae],Mutated,13,535,permease
YP_005225712.1,putative ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93396.1 peptide ABC transporter permease [Klebsiella pneumoniae],Mutated,11,340,permease
YP_005225067.1,citrate/acetate antiporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92800.1 malate permease [Klebsiella pneumoniae],Mutated,10,454,permease
YP_005229127.1,inner membrane multidrug efflux protein BpeB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96767.1 multidrug efflux RND transporter permease subunit [Klebsiella pneumoniae],Mutated,39,1036,permease
YP_005227156.1,ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94784.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,22,551,permease
YP_005225163.1,ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92886.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,2,255,permease
YP_005228622.1,putative binding-protein-dependent transport systems inner membrane component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96285.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,2,300,permease
YP_005227302.1,oligopeptide ABC transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94916.1 peptide ABC transporter permease [Klebsiella pneumoniae],Mutated,11,316,permease
YP_005224598.1,ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92359.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,4,277,permease
YP_005224767.1,sugar ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92518.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,5,341,permease
YP_005225971.1,glutamine ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93635.1 glutamine ABC transporter permease GlnP [Klebsiella pneumoniae],Mutated,3,219,permease
YP_005226885.1,putative ABC-type metal ion transport system inner membrane component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94543.1 metal ABC transporter permease [Klebsiella pneumoniae],Mutated,8,219,permease
YP_005225651.1,putative amino acid/amine transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93341.1 APC family amino acid permease [Klebsiella pneumoniae],Mutated,4,499,permease
YP_005229294.1,"PerM family permease, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96930.1 permease [Klebsiella pneumoniae],Mutated,220,135,permease
YP_005229006.1,tryptophan permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96649.1 tryptophan permease [Klebsiella pneumoniae],Mutated,9,414,permease
YP_005226939.1,fucose permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94591.1 L-fucose:H+ symporter permease [Klebsiella pneumoniae],Mutated,132,325,permease
YP_005227519.1,"nitrate ABC transporter, inner membrane subunit, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS95108.1 nitrate ABC transporter, permease protein [Klebsiella pneumoniae]",Mutated,187,116,permease
YP_005228938.1,putative transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96586.1 autoinducer 2 import system permease LsrD [Klebsiella pneumoniae],Mutated,6,332,permease
YP_005224553.1,putative amino acid transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92318.1 branched-chain amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,4,246,permease
YP_005227014.1,glutamine ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94658.1 polar amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,6,221,permease
YP_005229407.1,L-lactate permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97035.1 L-lactate permease [Klebsiella pneumoniae],Mutated,3,551,permease
YP_005224359.1,rhamnose ABC transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92126.1 branched-chain amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,8,334,permease
YP_005228174.1,aminoglycoside/multidrug efflux system [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95787.1 multidrug efflux RND transporter permease subunit [Klebsiella pneumoniae],Mutated,14,1037,permease
YP_005227408.1,ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95011.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,15,335,permease
YP_005229278.1,aromatic amino acid transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96914.1 amino acid permease [Klebsiella pneumoniae],Mutated,3,414,permease
YP_005224836.1,putative SN-glycerol-3-phosphate transport system permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97129.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,19,294,permease
YP_005225472.1,putative binding-protein-dependent transport systems inner membrane component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93169.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,3,283,permease
YP_005229356.1,dipeptide transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96985.1 dipeptide ABC transporter permease DppC [Klebsiella pneumoniae],Mutated,4,300,permease
YP_005226150.1,alkanesulfonate transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93803.1 alkanesulfonate transporter permease subunit [Klebsiella pneumoniae],Mutated,5,263,permease
YP_005229588.1,putative membrane / transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92043.1 adenine permease PurP [Klebsiella pneumoniae],Mutated,2,445,permease
YP_005227930.1,putative ABC-type proline/glycine betaine transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95561.1 osmoprotectant uptake system permease [Klebsiella pneumoniae],Mutated,25,385,permease
YP_005229480.1,putative purine/xanthine transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97095.1 xanthine permease XanP [Klebsiella pneumoniae],Mutated,1,463,permease
YP_005224443.1,putative amino acid/amine transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92211.1 amino acid permease [Klebsiella pneumoniae],Mutated,3,461,permease
YP_005226496.1,putative allantoin permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94111.1 cytosine permease [Klebsiella pneumoniae],Mutated,24,459,permease
YP_005227200.1,putative transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94823.1 spermidine/putrescine ABC transporter permease [Klebsiella pneumoniae],Mutated,6,268,permease
YP_005227978.1,oligopeptide ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95607.1 microcin ABC transporter permease [Klebsiella pneumoniae],Mutated,4,341,permease
YP_005224352.1,AzlC family ABC transporter permease,GCA_002156725.1 ARS92119.1 branched-chain amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,44,192,permease
YP_005225998.1,peptide ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93660.1 glutathione ABC transporter permease GsiC [Klebsiella pneumoniae],Mutated,1,306,permease
YP_005225202.1,hydroxamate-dependent iron transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92918.1 Fe3+-hydroxamate ABC transporter permease FhuB [Klebsiella pneumoniae],Mutated,10,660,permease
YP_005226925.1,sulfite exporter TauE/SafE family protein,GCA_002156725.1 ARS94578.1 anion permease [Klebsiella pneumoniae],Mutated,14,247,permease
YP_005224605.1,NCS2 family permease,GCA_002156725.1 ARS92367.1 NCS2 family permease [Klebsiella pneumoniae],Mutated,2,449,permease
YP_005225323.1,putative inner membrane permease of ABC transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS93032.1 phosphonate ABC transporter, permease protein PhnE [Klebsiella pneumoniae]",Mutated,6,290,permease
YP_005227389.1,ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94994.1 sulfonate ABC transporter permease [Klebsiella pneumoniae],Mutated,13,331,permease
YP_005227595.1,high-affinity branched-chain amino acid ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95176.1 branched-chain amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,3,304,permease
YP_005225245.1,DL-methionine transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92958.1 DL-methionine transporter permease subunit [Klebsiella pneumoniae],Mutated,1,217,permease
YP_005225776.1,putative inner-membrane translocator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93454.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,14,334,permease
YP_005227462.1,"vitamin B12 ABC superfamily ATP binding cassette transporter, permease protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95057.1 vitamin B12 ABC transporter permease BtuC [Klebsiella pneumoniae],Mutated,5,328,permease
YP_005226638.1,ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94315.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,5,222,permease
YP_005224835.1,sn-glycerol 3-phosphate transport system permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92584.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,11,295,permease
YP_005228065.1,histidine and lysine/arginine/ornithine ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95691.1 amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,1,238,permease
YP_005225080.1,"thiamine/thiamine pyrophosphate ABC superfamily ATP binding cassette transporter, membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS92812.1 thiamine/thiamine pyrophosphate ABC transporter permease ThiP [Klebsiella pneumoniae],Mutated,15,536,permease
YP_005225332.1,amino acid ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93040.1 amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,5,229,permease
YP_005225742.1,iron complex transport system permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97168.1 iron-enterobactin transporter permease [Klebsiella pneumoniae],Mutated,12,330,permease
YP_005225703.1,putative binding-protein-dependent transport systems inner membrane component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93387.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,3,213,permease
YP_005225488.1,acridine efflux pump [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93183.1 multidrug efflux RND transporter permease subunit [Klebsiella pneumoniae],Mutated,5,1048,permease
YP_005228621.1,putative inner membrane permease of oligogalacturonide ABC transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96284.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,2,296,permease
YP_005227126.1,putative ABC transport system permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94754.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,12,282,permease
YP_005225453.1,ATP-binding component of a transport system [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93152.1 multidrug ABC transporter permease/ATP-binding protein [Klebsiella pneumoniae],Mutated,6,590,permease
YP_005225522.1,putative oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93213.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,119,804,permease
YP_005226839.1,high-affinity branched-chain amino acid ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94500.1 branched-chain amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,17,524,permease
YP_005224838.1,putative sulfate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92586.1 sulfate permease [Klebsiella pneumoniae],Mutated,43,489,permease
YP_005226065.1,spermidine/putrescine transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93728.1 putrescine ABC transporter permease PotI [Klebsiella pneumoniae],Mutated,2,281,permease
YP_005224768.1,inner membrane ABC transporter permease YjfF [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92519.1 sugar ABC transporter permease YjfF [Klebsiella pneumoniae],Mutated,13,324,permease
YP_005225727.1,"ribose transport system permease, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93409.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,263,94,permease
YP_005225902.1,molybdate ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93572.1 molybdate ABC transporter permease [Klebsiella pneumoniae],Mutated,2,229,permease
YP_005227695.1,high-affinity zinc uptake system membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95262.1 zinc ABC transporter permease [Klebsiella pneumoniae],Mutated,5,261,permease
YP_005226072.1,arginine transporter permease subunit ArtQ [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93735.1 arginine transporter permease subunit ArtQ [Klebsiella pneumoniae],Mutated,3,238,permease
YP_005228939.1,putative ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96587.1 autoinducer 2 ABC transporter permease LsrC [Klebsiella pneumoniae],Mutated,8,344,permease
YP_005227169.1,amino acid ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94795.1 amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,11,308,permease
YP_005225633.1,putative FecCD-family membrane transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93326.1 iron-siderophore ABC transporter permease [Klebsiella pneumoniae],Mutated,27,342,permease
YP_005225471.1,maltose ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93168.1 maltose ABC transporter permease [Klebsiella pneumoniae],Mutated,5,435,permease
YP_005228382.1,glycine betaine transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96055.1 proline/betaine ABC transporter permease ProW [Klebsiella pneumoniae],Mutated,9,355,permease
YP_005228140.1,sulfate/thiosulfate transporter subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95755.1 sulfate ABC transporter permease subunit CysT [Klebsiella pneumoniae],Mutated,3,277,permease
YP_005225517.1,putative metal resistance protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93208.1 iron export ABC transporter permease subunit FetB [Klebsiella pneumoniae],Mutated,3,260,permease
YP_005227763.1,permease and ATP-binding protein of yersiniabactin-iron ABC transporter YbtQ [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95360.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,17,600,permease
YP_005225819.1,"glutamate/aspartate ABC superfamily ATP binding cassette transporter, permease protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93495.1 amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,1,224,permease
YP_005225339.1,high-affinity branched-chain amino acid transport [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93046.1 branched-chain amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,7,349,permease
YP_005228522.1,putative ABC-type metal ion transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96189.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,3,232,permease
YP_005225711.1,putative ABC transport system permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93395.1 peptide ABC transporter permease [Klebsiella pneumoniae],Mutated,3,277,permease
YP_005226940.1,fucose permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94591.1 L-fucose:H+ symporter permease [Klebsiella pneumoniae],Mutated,371,90,permease
YP_005227201.1,ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94824.1 spermidine/putrescine ABC transporter permease [Klebsiella pneumoniae],Mutated,6,309,permease
YP_005226500.1,peptide transport permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94186.1 antimicrobial peptide ABC transporter permease SapB [Klebsiella pneumoniae],Mutated,51,271,permease
YP_005227715.1,L-arabinose transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95282.1 L-arabinose ABC transporter permease AraH [Klebsiella pneumoniae],Mutated,3,326,permease
YP_005227366.1,ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94975.1 spermidine/putrescine ABC transporter permease [Klebsiella pneumoniae],Mutated,7,589,permease
YP_005225454.1,putative multidrug transporter membrane/ATP-binding components [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93153.1 multidrug ABC transporter permease/ATP-binding protein [Klebsiella pneumoniae],Mutated,8,592,permease
YP_005227520.1,"putative nitrate transporter component, NasE, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS95108.1 nitrate ABC transporter, permease protein [Klebsiella pneumoniae]",Mutated,164,139,permease
YP_005226499.1,peptide transport permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94114.1 antimicrobial peptide ABC transporter permease SapC [Klebsiella pneumoniae],Mutated,1,296,permease
YP_005226978.1,inner-membrane translocator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94622.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,5,333,permease
YP_005227977.1,putative binding-protein-dependent transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95606.1 microcin C ABC transporter permease YejB [Klebsiella pneumoniae],Mutated,5,364,permease
YP_005225322.1,"phosphonate ABC superfamily ATP binding cassette transporter, permease protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS93031.1 phosphonate ABC transporter, permease protein PhnE [Klebsiella pneumoniae]",Mutated,12,294,permease
YP_005229265.1,glycerol-3-phosphate transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96904.1 glycerol-3-phosphate transporter permease [Klebsiella pneumoniae],Mutated,3,295,permease
YP_005227897.1,putative ABC transport system permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95535.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,10,345,permease
YP_005226071.1,"arginine ABC transporter, permease protein ArtM [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93734.1 arginine transporter permease subunit ArtM [Klebsiella pneumoniae],Mutated,5,222,permease
YP_005225728.1,sugar ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93409.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,97,260,permease
YP_005225853.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93529.1 dipeptide permease D [Klebsiella pneumoniae],Mutated,14,492,permease
YP_005229313.1,low-affinity phosphate transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96947.1 anion permease [Klebsiella pneumoniae],Mutated,2,498,permease
YP_005229295.1,AI-2E family transporter,GCA_002156725.1 ARS96930.1 permease [Klebsiella pneumoniae],Mutated,142,209,permease
YP_005225999.1,putative ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93661.1 glutathione ABC transporter permease GsiD [Klebsiella pneumoniae],Mutated,2,303,permease
YP_005227013.1,amino acid ABC superfamily ATP binding cassette transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94657.1 amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,6,218,permease
YP_005225758.1,inner-membrane translocator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93439.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,2,332,permease
YP_005227125.1,peptide ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94753.1 peptide ABC transporter permease [Klebsiella pneumoniae],Mutated,3,314,permease
YP_005227938.1,multidrug resistance outer membrane protein MdtQ [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95569.1 multidrug transporter permease [Klebsiella pneumoniae],Mutated,12,479,permease
YP_005227594.1,"high-affinity branched-chain amino acid transport, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95175.1 branched-chain amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,317,120,permease
YP_005224599.1,ABC superfamily ATP binding cassette transporter permease protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92360.1 spermidine/putrescine ABC transporter permease [Klebsiella pneumoniae],Mutated,9,285,permease
YP_005227997.1,multidrug transporter membrane protein/ATP-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95625.1 multidrug ABC transporter permease/ATP-binding protein [Klebsiella pneumoniae],Mutated,8,547,permease
YP_005227489.1,oligopeptide transport permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95082.1 peptide ABC transporter permease [Klebsiella pneumoniae],Mutated,3,302,permease
YP_005229307.1,nickel transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96941.1 nickel ABC transporter permease subunit NikC [Klebsiella pneumoniae],Mutated,4,277,permease
YP_005229357.1,dipeptide transporter permease DppB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96986.1 dipeptide ABC transporter permease DppB [Klebsiella pneumoniae],Mutated,30,311,permease
