Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Enzyme_Type
YP_005225411.1,putative NAD(P)H-dependent xylose reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93111.1 aldo/keto reductase [Klebsiella pneumoniae],Mutated,9,324,reductase
YP_005225034.1,4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92766.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Klebsiella pneumoniae],Mutated,2,316,reductase
YP_005226789.1,"putative dimethyl sulfoxide reductase, anchor subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94455.1 dimethyl sulfoxide reductase [Klebsiella pneumoniae],Mutated,74,231,reductase
YP_005228972.1,tartronate semialdehyde reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96618.1 2-hydroxy-3-oxopropionate reductase [Klebsiella pneumoniae],Mutated,22,276,reductase
YP_005226105.1,anaerobic dimethyl sulfoxide reductase subunit A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93766.1 dimethyl sulfoxide reductase subunit A [Klebsiella pneumoniae],Mutated,11,812,reductase
YP_005225367.1,pyrroline-5-carboxylate reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97156.1 pyrroline-5-carboxylate reductase [Klebsiella pneumoniae],Mutated,4,269,reductase
YP_005226627.1,putative 2'-hydroxyisoflavone reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94305.1 aromatic alcohol reductase [Klebsiella pneumoniae],Mutated,10,309,reductase
YP_005226529.1,putative aldo/keto reductase family [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94211.1 aldo/keto reductase [Klebsiella pneumoniae],Mutated,8,289,reductase
YP_005224358.1,alcohol dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92125.1 lactaldehyde reductase [Klebsiella pneumoniae],Mutated,7,382,reductase
YP_005226959.1,putative aldo/keto reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94607.1 aldo/keto reductase [Klebsiella pneumoniae],Mutated,20,328,reductase
YP_005228417.1,anaerobic nitric oxide reductase flavorubredoxin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96088.1 anaerobic nitric oxide reductase flavorubredoxin [Klebsiella pneumoniae],Mutated,9,482,reductase
YP_005225270.1,Na(+)-translocating NADH-quinone reductase subunit F [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92983.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Klebsiella pneumoniae],Mutated,3,407,reductase
YP_005225268.1,Na(+)-translocating NADH-quinone reductase subunit D [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92981.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit D [Klebsiella pneumoniae],Mutated,1,212,reductase
YP_005224671.1,thiol:disulfide interchange protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92421.1 protein-disulfide reductase DsbD [Klebsiella pneumoniae],Mutated,46,598,reductase
YP_005224757.1,methionine sulfoxide reductase A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92509.1 peptide-methionine (S)-S-oxide reductase [Klebsiella pneumoniae],Mutated,3,212,reductase
YP_005226958.1,"putative dehydrogenase, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94606.1 aldo/keto reductase [Klebsiella pneumoniae],Mutated,172,260,reductase
YP_005227517.1,putative nitrite reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95106.1 nitrite reductase (NAD(P)H) [Klebsiella pneumoniae],Mutated,607,824,reductase
YP_005228555.1,cobalt-precorrin-6A reductase,GCA_002156725.1 ARS96219.1 cobalt-precorrin-6A/precorrin-6x reductase [Klebsiella pneumoniae],Mutated,5,261,reductase
YP_005226665.1,2-dehydropantoate 2-reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94340.1 2-dehydropantoate 2-reductase [Klebsiella pneumoniae],Mutated,18,296,reductase
YP_005228859.1,"2,5-diketo-D-gluconate reductase A [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS96510.1 2,5-diketo-D-gluconate reductase A [Klebsiella pneumoniae]",Mutated,4,275,reductase
YP_005226084.1,prismane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97187.1 hydroxylamine reductase [Klebsiella pneumoniae],Mutated,20,561,reductase
YP_005228494.1,sulfite reductase subunit alpha [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96163.1 sulfite reductase subunit alpha [Klebsiella pneumoniae],Mutated,23,590,reductase
YP_005226533.1,short chain dehydrogenase/reductase family oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94216.1 3-oxoacyl-ACP reductase [Klebsiella pneumoniae],Mutated,25,253,reductase
YP_005226634.1,zinc-binding oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94311.1 NADPH:quinone reductase [Klebsiella pneumoniae],Mutated,19,344,reductase
YP_005225091.1,"2,4-dienoyl-CoA reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS92822.1 2,4-dienoyl-CoA reductase [Klebsiella pneumoniae]",Mutated,21,677,reductase
YP_005229367.1,biotin sulfoxide reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96994.1 trimethylamine-N-oxide reductase TorA [Klebsiella pneumoniae],Mutated,13,776,reductase
YP_005228380.1,ribonucleotide-diphosphate reductase subunit beta [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96053.1 class 1b ribonucleoside-diphosphate reductase subunit beta [Klebsiella pneumoniae],Mutated,4,320,reductase
YP_005226153.1,NAD(P)H-dependent FMN reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02306.1 NAD(P)H-dependent FMN reductase [Klebsiella pneumoniae],Mutated,2,191,reductase
YP_005228415.1,anaerobic nitric oxide reductase transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96086.1 nitric oxide reductase transcription regulator [Klebsiella pneumoniae],Mutated,9,516,reductase
YP_005228671.1,arsenate reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96331.1 arsenate reductase (glutaredoxin) [Klebsiella pneumoniae],Mutated,7,140,reductase
YP_005225314.1,gamma-glutamyl phosphate reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93024.1 gamma-glutamyl-phosphate reductase [Klebsiella pneumoniae],Mutated,10,417,reductase
YP_005228607.1,putative aldo-keto reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96269.1 NADP(H)-dependent aldo-keto reductase [Klebsiella pneumoniae],Mutated,2,346,reductase
YP_005225266.1,Na(+)-translocating NADH-quinone reductase subunit B [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92979.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit B [Klebsiella pneumoniae],Mutated,6,412,reductase
YP_005224790.1,anaerobic ribonucleotide reductase-activating protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92539.1 anaerobic ribonucleotide reductase-activating protein [Klebsiella pneumoniae],Mutated,10,154,reductase
YP_005228700.1,suppression of copper sensitivity protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96360.1 protein-disulfide reductase [Klebsiella pneumoniae],Mutated,31,669,reductase
YP_005229488.1,bifunctional oxidoreductase/alginate lyase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91948.1 NADPH:quinone reductase [Klebsiella pneumoniae],Mutated,7,335,reductase
YP_005228009.1,ribonucleotide-diphosphate reductase subunit beta [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95637.1 ribonucleotide-diphosphate reductase subunit beta [Klebsiella pneumoniae],Mutated,1,376,reductase
YP_005226451.1,short-chain dehydrogenase/reductase SDR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94069.1 3-oxoacyl-ACP reductase [Klebsiella pneumoniae],Mutated,12,235,reductase
YP_005225267.1,Na+-translocating NADH-quinone reductase subunit C [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92980.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit C [Klebsiella pneumoniae],Mutated,3,264,reductase
YP_005228524.1,NtaA/SnaA/SoxA family monooxygenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS96191.1 5,10-methylene tetrahydromethanopterin reductase [Klebsiella pneumoniae]",Mutated,8,468,reductase
YP_005225265.1,Na(+)-translocating NADH-quinone reductase subunit A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92978.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit A [Klebsiella pneumoniae],Mutated,4,447,reductase
YP_005226232.1,2-ketoacid reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93882.1 glyoxylate/hydroxypyruvate reductase A [Klebsiella pneumoniae],Mutated,6,312,reductase
YP_005224697.1,fumarate reductase subunit D [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92448.1 fumarate reductase subunit D [Klebsiella pneumoniae],Mutated,2,119,reductase
YP_005226727.1,short chain dehydrogenase/reductase family oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94398.1 dihydromonapterin reductase [Klebsiella pneumoniae],Mutated,7,240,reductase
YP_005228113.1,putative oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95731.1 L-glyceraldehyde 3-phosphate reductase [Klebsiella pneumoniae],Mutated,6,330,reductase
YP_005225290.1,3-oxoacyl-ACP reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93002.1 3-oxoacyl-ACP reductase [Klebsiella pneumoniae],Mutated,7,253,reductase
YP_005226790.1,"putative dimethyl sulfoxide reductase, anchor subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94455.1 dimethyl sulfoxide reductase [Klebsiella pneumoniae],Mutated,264,53,reductase
YP_005228514.1,7-cyano-7-deazaguanine reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96180.1 NADPH-dependent 7-cyano-7-deazaguanine reductase QueF [Klebsiella pneumoniae],Mutated,6,281,reductase
YP_005228190.1,putative arsenate reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95801.1 arsenate reductase (glutaredoxin) [Klebsiella pneumoniae],Mutated,2,119,reductase
YP_005224976.1,ferric hydroximate transport ferric iron reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92715.1 hydroxamate siderophore iron reductase FhuF [Klebsiella pneumoniae],Mutated,6,262,reductase
YP_005227270.1,N-ethylmaleimide reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94885.1 alkene reductase [Klebsiella pneumoniae],Mutated,7,365,reductase
YP_005229374.1,2-hydroxyacid dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97000.1 bifunctional glyoxylate/hydroxypyruvate reductase B [Klebsiella pneumoniae],Mutated,6,323,reductase
YP_005227508.1,"nitrate reductase 1, Fe-S (beta) subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95099.1 nitrate reductase subunit beta [Klebsiella pneumoniae],Mutated,6,511,reductase
YP_005225644.1,putative 3-ketoacyl-(acyl-carrier-protein) reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93335.1 3-oxoacyl-ACP reductase [Klebsiella pneumoniae],Mutated,27,258,reductase
YP_005225789.1,alkyl hydroperoxide reductase FAD/NAD(P)-binding subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93467.1 alkyl hydroperoxide reductase subunit F [Klebsiella pneumoniae],Mutated,3,521,reductase
YP_005224698.1,"fumarate reductase, cytochrome b subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS92449.1 fumarate reductase subunit C [Klebsiella pneumoniae],Mutated,2,131,reductase
YP_005225774.1,D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93452.1 dihydrofolate reductase [Klebsiella pneumoniae],Mutated,6,342,reductase
YP_005228008.1,ribonucleotide-diphosphate reductase subunit alpha [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95636.1 ribonucleoside-diphosphate reductase subunit alpha [Klebsiella pneumoniae],Mutated,3,761,reductase
YP_005227515.1,putative nitrate reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95105.1 nitrate reductase [Klebsiella pneumoniae],Mutated,1027,866,reductase
YP_005228637.1,Na(+)-translocating NADH-quinone reductase subunit E [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96297.1 Na(+)-translocating NADH-quinone reductase subunit E [Klebsiella pneumoniae],Mutated,2,153,reductase
YP_005225126.1,guanosine 5'-monophosphate oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92856.1 guanosine monophosphate reductase [Klebsiella pneumoniae],Mutated,2,347,reductase
YP_005226624.1,putative dehydrogenase/reductase oxidoreductase protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94302.1 3-oxoacyl-ACP reductase [Klebsiella pneumoniae],Mutated,3,251,reductase
YP_005225057.1,dihydrofolate reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92789.1 dihydrofolate reductase [Klebsiella pneumoniae],Mutated,3,159,reductase
YP_005224400.1,N-acetyl-gamma-glutamyl-phosphate reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92165.1 N-acetyl-gamma-glutamyl-phosphate reductase [Klebsiella pneumoniae],Mutated,12,334,reductase
YP_005227534.1,glutamyl-tRNA reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95120.1 glutamyl-tRNA reductase [Klebsiella pneumoniae],Mutated,1,418,reductase
YP_005224392.1,"5,10-methylenetetrahydrofolate reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS92157.1 5,10-methylenetetrahydrofolate reductase [Klebsiella pneumoniae]",Mutated,8,295,reductase
YP_005229205.1,nitrite reductase small subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96842.1 nitrite reductase small subunit [Klebsiella pneumoniae],Mutated,2,108,reductase
YP_005224700.1,fumarate reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92451.1 fumarate reductase flavoprotein subunit [Klebsiella pneumoniae],Mutated,10,596,reductase
YP_005225049.1,dihydrodipicolinate reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92781.1 4-hydroxy-tetrahydrodipicolinate reductase [Klebsiella pneumoniae],Mutated,13,273,reductase
YP_005226792.1,"putative dimethyl sulfoxide reductase, major subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002202195.1 ASC24060.1 dimethyl sulfoxide reductase subunit A [Klebsiella pneumoniae],Mutated,63,811,reductase
YP_005227152.1,"cryptic nitrate reductase 2 subunit beta, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94780.1 nitrate reductase subunit beta [Klebsiella pneumoniae],Mutated,214,348,reductase
YP_005229468.1,ferredoxin-NADP reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97085.1 ferredoxin--NADP(+) reductase [Klebsiella pneumoniae],Mutated,4,248,reductase
YP_005227509.1,nitrate reductase 1 subunit alpha [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95100.1 nitrate reductase subunit alpha [Klebsiella pneumoniae],Mutated,635,1247,reductase
YP_005226691.1,aldo/keto reductase family oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94366.1 aldo/keto reductase [Klebsiella pneumoniae],Mutated,14,332,reductase
YP_005226108.1,hypothetical protein KPHS_18080 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93769.1 dimethyl sulfoxide reductase [Klebsiella pneumoniae],Mutated,1,48,reductase
YP_005225418.1,2-dehydropantoate 2-reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93118.1 2-dehydropantoate 2-reductase [Klebsiella pneumoniae],Mutated,9,303,reductase
YP_005228963.1,S-transferase domain-containing protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96611.1 glutathione-dependent reductase [Klebsiella pneumoniae],Mutated,4,328,reductase
YP_005227507.1,"nitrate reductase 1, delta subunit, assembly function [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95098.1 nitrate reductase molybdenum cofactor assembly chaperone [Klebsiella pneumoniae],Mutated,1,236,reductase
YP_005224791.1,anaerobic ribonucleoside triphosphate reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92540.1 anaerobic ribonucleoside triphosphate reductase [Klebsiella pneumoniae],Mutated,4,712,reductase
YP_005228943.1,"2,4-dienoyl-CoA reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS96591.1 NADPH-dependent 2,4-dienoyl-CoA reductase [Klebsiella pneumoniae]",Mutated,20,673,reductase
YP_005226788.1,putative dimethyl sulfoxide reductase component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94454.1 DMSO reductase maturation protein DsmD [Klebsiella pneumoniae],Mutated,10,202,reductase
YP_005227341.1,short chain dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94949.1 diacetyl reductase ((S)-acetoin forming) [Klebsiella pneumoniae],Mutated,1,256,reductase
YP_005226106.1,anaerobic dimethyl sulfoxide reductase subunit B [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS93767.1 dimethylsulfoxide reductase, chain B [Klebsiella pneumoniae]",Mutated,31,205,reductase
YP_005225269.1,Na(+)-translocating NADH-quinone reductase subunit E [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92982.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit E [Klebsiella pneumoniae],Mutated,5,198,reductase
YP_005229321.1,glutathione-disulfide reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96955.1 glutathione-disulfide reductase [Klebsiella pneumoniae],Mutated,6,450,reductase
YP_005224709.1,ferredoxin-like protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92461.1 tRNA epoxyqueuosine(34) reductase QueG [Klebsiella pneumoniae],Mutated,11,379,reductase
YP_005228679.1,putative NAD(P)H-dependent xylose reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96339.1 aldo/keto reductase [Klebsiella pneumoniae],Mutated,26,339,reductase
YP_005227664.1,GAF domain-containing protein,GCA_002156725.1 ARS95237.1 Free methionine-R-sulfoxide reductase [Klebsiella pneumoniae],Mutated,32,170,reductase
YP_005225931.1,hypothetical protein KPHS_16310 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93597.1 dTDP-4-dehydrorhamnose reductase [Klebsiella pneumoniae],Mutated,4,70,reductase
YP_005226208.1,putative flavin:NADH reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93862.1 pyrimidine utilization flavin reductase protein F [Klebsiella pneumoniae],Mutated,6,164,reductase
YP_005224536.1,L-sorbose 1-phosphate reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92302.1 L-sorbose 1-phosphate reductase [Klebsiella pneumoniae],Mutated,5,410,reductase
YP_005227971.1,putative mannitol dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95601.1 fructuronate reductase [Klebsiella pneumoniae],Mutated,14,488,reductase
YP_005227150.1,cryptic nitrate reductase 2 subunit alpha [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94779.1 nitrate reductase subunit alpha [Klebsiella pneumoniae],Mutated,28,1246,reductase
YP_005229094.1,protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,GCA_002156725.1 ARS96734.1 sulfoxide reductase heme-binding subunit YedZ [Klebsiella pneumoniae],Mutated,7,202,reductase
YP_005228277.1,thioredoxin 2 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95934.1 thiol reductase thioredoxin [Klebsiella pneumoniae],Mutated,3,141,reductase
YP_005226791.1,anaerobic dimethyl sulfoxide reductase subunit B [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS93767.1 dimethylsulfoxide reductase, chain B [Klebsiella pneumoniae]",Mutated,31,205,reductase
YP_005227044.1,putative allantoin permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94687.1 nitrate reductase [Klebsiella pneumoniae],Mutated,31,498,reductase
YP_005228175.1,ArsC family reductase,GCA_002156725.1 ARS95788.1 arsenate reductase [Klebsiella pneumoniae],Mutated,1,117,reductase
YP_005228492.1,phosphoadenosine phosphosulfate reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96161.1 phosphoadenosine phosphosulfate reductase [Klebsiella pneumoniae],Mutated,2,244,reductase
YP_005227516.1,"putative nitrite reductase, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95106.1 nitrite reductase (NAD(P)H) [Klebsiella pneumoniae],Mutated,882,514,reductase
