Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Enzyme_Type
YP_005224431.1,UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92199.1 undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase [Klebsiella pneumoniae],Mutated,2,367,transferase
YP_005225287.1,glutathione S-transferase family protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92999.1 glutathione S-transferase [Klebsiella pneumoniae],Mutated,14,212,transferase
YP_005229362.1,putative transmembrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96990.1 lipid A phosphoethanolamine transferase [Klebsiella pneumoniae],Mutated,3,557,transferase
YP_005227331.1,3-oxoadipate CoA-transferase subunit A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94940.1 succinyl-CoA--3-ketoacid-CoA transferase [Klebsiella pneumoniae],Mutated,2,235,transferase
YP_005226747.1,acetyl-CoA:acetoacetyl-CoA transferase subunit beta [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94417.1 3-oxoadipate CoA-transferase [Klebsiella pneumoniae],Mutated,5,218,transferase
YP_005227846.1,glycosyltransferase,GCA_002156725.1 ARS95491.1 glycosyl transferase [Klebsiella pneumoniae],Mutated,19,297,transferase
YP_005227252.1,glutathionine S-transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94871.1 glutathione S-transferase [Klebsiella pneumoniae],Mutated,6,201,transferase
YP_005229435.1,3-deoxy-D-manno-octulosonic-acid transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97059.1 3-deoxy-D-manno-octulosonic acid transferase [Klebsiella pneumoniae],Mutated,6,424,transferase
YP_005224604.1,putative S-transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92366.1 glutathione S-transferase [Klebsiella pneumoniae],Mutated,44,222,transferase
YP_005226095.1,leucyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93757.1 leucyl/phenylalanyl-tRNA--protein transferase [Klebsiella pneumoniae],Mutated,6,239,transferase
YP_005225069.1,phosphoribosyl-dephospho-CoA transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92802.1 phosphoribosyl-dephospho-CoA transferase [Klebsiella pneumoniae],Mutated,10,179,transferase
YP_005229322.1,putative glutathione S-transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97332.1 glutathione S-transferase [Klebsiella pneumoniae],Mutated,17,220,transferase
YP_005224903.1,putative glyoxalase/bleomycin resistance protein/dioxygenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92646.1 FosA family fosfomycin resistance glutathione transferase [Klebsiella pneumoniae],Mutated,10,139,transferase
YP_005228600.1,prolipoprotein diacylglyceryl transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002752775.1 ATQ92690.1 prolipoprotein diacylglyceryl transferase [Klebsiella pneumoniae],Mutated,1,291,transferase
YP_005228058.1,putative glutathione S-transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95685.1 glutathione S-transferase [Klebsiella pneumoniae],Mutated,6,212,transferase
YP_005229433.1,putative glycosyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97057.1 glycosyl transferase [Klebsiella pneumoniae],Mutated,305,364,transferase
YP_005227348.1,glycosyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94957.1 glycosyl transferase [Klebsiella pneumoniae],Mutated,21,311,transferase
YP_005227115.1,putative glycosyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ARS98257.1 glycosyl transferase [Klebsiella pneumoniae],Mutated,26,231,transferase
YP_005226936.1,bifunctional putative acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit/beta subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94588.1 acyl CoA:acetate/3-ketoacid CoA transferase [Klebsiella pneumoniae],Mutated,14,530,transferase
YP_005227166.1,GST-like protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94792.1 glutathione S-transferase [Klebsiella pneumoniae],Mutated,9,205,transferase
YP_005224963.1,phosphoglycerol transferase I [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92703.1 phosphoglycerol transferase I [Klebsiella pneumoniae],Mutated,9,763,transferase
YP_005227848.1,DUF4422 domain-containing protein,GCA_002156725.1 ARS95493.1 glycosyl transferase [Klebsiella pneumoniae],Mutated,172,555,transferase
YP_005228000.1,thiamine biosynthesis lipoprotein ApbE [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95628.1 FAD:protein FMN transferase ApbE [Klebsiella pneumoniae],Mutated,5,350,transferase
YP_005226766.1,phosphoribosyl-dephospho-CoA transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94436.1 phosphoribosyl-dephospho-CoA transferase [Klebsiella pneumoniae],Mutated,20,205,transferase
YP_005229298.1,4-amino-4-deoxy-L-arabinose transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96933.1 4-amino-4-deoxy-L-arabinose lipid A transferase [Klebsiella pneumoniae],Mutated,14,551,transferase
YP_005225977.1,phosphoethanolamine transferase,GCA_002156725.1 ARS93640.1 phosphoethanolamine transferase [Klebsiella pneumoniae],Mutated,8,526,transferase
YP_005229419.1,putative family 2 glycosyl transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97047.1 family 2 glycosyl transferase [Klebsiella pneumoniae],Mutated,25,245,transferase
