Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Category
YP_005225693.1,putative secretion protein HlyD [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93379.1 efflux transporter periplasmic adaptor subunit [Klebsiella pneumoniae],Mutated,14,359,Efflux Pumps
YP_005229126.1,transmembrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96766.1 MexX family efflux pump subunit [Klebsiella pneumoniae],Mutated,8,379,Efflux Pumps
YP_005224881.1,CusA/CzcA family heavy metal efflux RND transporter,GCA_002156725.1 ARS92624.1 CusA/CzcA family heavy metal efflux RND transporter [Klebsiella pneumoniae],Mutated,88,1049,Efflux Pumps
YP_005224882.1,RND family efflux transporter MFP subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92625.1 efflux transporter periplasmic adaptor subunit [Klebsiella pneumoniae],Mutated,39,420,Efflux Pumps
YP_005224466.1,homoserine/homoserine lactone efflux protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92232.1 homoserine/homoserine lactone efflux protein [Klebsiella pneumoniae],Mutated,2,206,Efflux Pumps
YP_005225694.1,putative acridine efflux pump [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93380.1 hydrophobe/amphiphile efflux-1 family RND transporter [Klebsiella pneumoniae],Mutated,73,1030,Efflux Pumps
YP_005229511.1,putative general substrate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91969.1 Bcr/CflA family drug resistance efflux transporter [Klebsiella pneumoniae],Mutated,16,387,Efflux Pumps
YP_005225488.1,acridine efflux pump [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93183.1 multidrug efflux RND transporter permease subunit [Klebsiella pneumoniae],Mutated,5,1048,Efflux Pumps
YP_005226089.1,macrolide transporter subunit MacA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93750.1 macrolide transporter subunit MacA [Klebsiella pneumoniae],Mutated,2,371,Efflux Pumps
YP_005225490.1,DNA-binding transcriptional repressor AcrR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93185.1 DNA-binding transcriptional repressor AcrR [Klebsiella pneumoniae],Mutated,6,216,Efflux Pumps
YP_005225465.1,nickel/cobalt efflux protein RcnA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93164.1 nickel/cobalt efflux protein RcnA [Klebsiella pneumoniae],Mutated,63,293,Efflux Pumps
YP_005225055.1,glutathione-regulated potassium-efflux system ancillary protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92786.1 glutathione-regulated potassium-efflux system ancillary protein KefF [Klebsiella pneumoniae],Mutated,3,177,Efflux Pumps
YP_005226164.1,macrodomain Ter protein MatP,GCA_002156725.1 ARS93818.1 macrodomain Ter protein [Klebsiella pneumoniae],Mutated,1,150,Efflux Pumps
YP_005229080.1,p-hydroxybenzoic acid efflux subunit AaeB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96720.1 p-hydroxybenzoic acid efflux pump subunit AaeB [Klebsiella pneumoniae],Mutated,26,635,Efflux Pumps
YP_005227981.1,bicyclomycin/multidrug efflux system protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95610.1 Bcr/CflA family drug resistance efflux transporter [Klebsiella pneumoniae],Mutated,5,398,Efflux Pumps
YP_005227282.1,multidrug efflux protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94898.1 MATE family efflux transporter [Klebsiella pneumoniae],Mutated,6,457,Efflux Pumps
YP_005228350.1,DUF21 domain-containing protein,GCA_002156725.1 ARS97297.1 magnesium/cobalt efflux protein [Klebsiella pneumoniae],Mutated,256,208,Efflux Pumps
YP_005225489.1,acridine efflux pump [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93184.1 MexE family multidrug efflux RND transporter periplasmic adaptor subunit [Klebsiella pneumoniae],Mutated,3,397,Efflux Pumps
YP_005224567.1,DNA-damage-inducible protein F [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92333.1 MATE family efflux transporter [Klebsiella pneumoniae],Mutated,5,438,Efflux Pumps
YP_005229125.1,DNA-binding transcriptional regulator EnvR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96765.1 acrEF/envCD operon transcriptional regulator [Klebsiella pneumoniae],Mutated,5,216,Efflux Pumps
YP_005228876.1,outer membrane channel protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96527.1 outer membrane channel protein TolC [Klebsiella pneumoniae],Mutated,19,489,Efflux Pumps
YP_005229508.1,putative secretion protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91966.1 MexE family multidrug efflux RND transporter periplasmic adaptor subunit [Klebsiella pneumoniae],Mutated,47,340,Efflux Pumps
YP_005227966.1,putative transport [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95597.1 sugar efflux transporter SetB [Klebsiella pneumoniae],Mutated,14,393,Efflux Pumps
YP_005227091.1,putative cation efflux system [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94724.1 cation-efflux pump [Klebsiella pneumoniae],Mutated,25,307,Efflux Pumps
YP_005229186.1,glutathione-regulated potassium-efflux system protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96825.1 glutathione-regulated potassium-efflux system protein KefB [Klebsiella pneumoniae],Mutated,9,596,Efflux Pumps
YP_005229187.1,glutathione-regulated potassium-efflux system ancillary protein KefG [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96826.1 glutathione-regulated potassium-efflux system ancillary protein KefG [Klebsiella pneumoniae],Mutated,6,187,Efflux Pumps
YP_005227435.1,HlyD family secretion protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95034.1 efflux transporter periplasmic adaptor subunit [Klebsiella pneumoniae],Mutated,24,369,Efflux Pumps
YP_005224374.1,ferrous iron efflux protein F [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92141.1 cation-efflux pump FieF [Klebsiella pneumoniae],Mutated,1,300,Efflux Pumps
YP_005225056.1,glutathione-regulated potassium-efflux system protein KefC [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92787.1 glutathione-regulated potassium-efflux system protein KefC [Klebsiella pneumoniae],Mutated,4,621,Efflux Pumps
YP_005228353.1,CBS domain-containing protein,GCA_002156725.1 ARS97297.1 magnesium/cobalt efflux protein [Klebsiella pneumoniae],Mutated,181,251,Efflux Pumps
