Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length,Category
YP_005226432.1,"PTS system N,N'-diacetylchitobiose-specific transporter subunit IIA [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94051.1 PTS N N'-diacetylchitobiose transporter subunit IIA [Klebsiella pneumoniae],Mutated,2,115,Transporters
YP_005227079.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94720.1 MFS transporter [Klebsiella pneumoniae],Mutated,8,468,Transporters
YP_005228627.1,galactoside permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96289.1 MFS transporter [Klebsiella pneumoniae],Mutated,3,413,Transporters
YP_005224597.1,periplasmic maltose-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92358.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,5,379,Transporters
YP_005229482.1,PTS system phosphotransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91942.1 PTS glucose transporter subunit IIBC [Klebsiella pneumoniae],Mutated,7,519,Transporters
YP_005228096.1,"OMPP1/FadL/TodX family outer membrane transporter, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95718.1 long-chain fatty acid transporter [Klebsiella pneumoniae],Mutated,296,148,Transporters
YP_005229510.1,multidrug efflux transport outer membrane protein EefC [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91968.1 multidrug transporter [Klebsiella pneumoniae],Mutated,15,454,Transporters
YP_005229201.1,MFS transporter TsgA,GCA_002156725.1 ARS96839.1 MFS transporter TsgA [Klebsiella pneumoniae],Mutated,1,395,Transporters
YP_005228017.1,major facilitator family transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95646.1 MFS transporter [Klebsiella pneumoniae],Mutated,5,429,Transporters
YP_005227303.1,putative ABC transport system ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94917.1 dipeptide/oligopeptide/nickel ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,14,326,Transporters
YP_005226064.1,putrescine ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93727.1 putrescine ABC transporter permease [Klebsiella pneumoniae],Mutated,3,317,Transporters
YP_005229263.1,glycerol-3-phosphate transporter ATP-binding subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96902.1 sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC [Klebsiella pneumoniae],Mutated,7,356,Transporters
YP_005228409.1,"PTS family glucitol/sorbitol porter, IIB component [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96080.1 PTS glucitol/sorbitol transporter subunit IIB [Klebsiella pneumoniae],Mutated,7,326,Transporters
YP_005228915.1,"putative major Intrinsic protein channel, glycerol diffusion [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96563.1 aquaporin [Klebsiella pneumoniae],Mutated,2,267,Transporters
YP_005227203.1,putative ABC transporter periplasmic binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94826.1 spermidine/putrescine ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,4,381,Transporters
YP_005227737.1,amino acid ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95304.1 amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,2,222,Transporters
YP_005227219.1,TDT family K+-tellurite ethidium and proflavin transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94840.1 dicarboxylate transporter/tellurite-resistance protein TehA [Klebsiella pneumoniae],Mutated,4,334,Transporters
YP_005227916.1,putative xanthine/uracil/vitamin C permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95551.1 NCS2 family permease [Klebsiella pneumoniae],Mutated,19,447,Transporters
YP_005227163.1,putative maltoporin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94790.1 porin [Klebsiella pneumoniae],Mutated,10,538,Transporters
YP_005229140.1,large-conductance mechanosensitive channel [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96779.1 large-conductance mechanosensitive channel [Klebsiella pneumoniae],Mutated,1,137,Transporters
YP_005229379.1,ABC transport system ATP-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97005.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,24,539,Transporters
YP_005227787.1,putative MobB mobilization protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25609.1 MFS transporter [Klebsiella pneumoniae],Mutated,127,619,Transporters
YP_005228453.1,"iron ABC superfamily ATP binding cassette transporter, binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96122.1 metal ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,8,305,Transporters
YP_005227054.1,ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94696.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,25,246,Transporters
YP_005227887.1,multidrug efflux system subunit MdtB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95527.1 multidrug transporter subunit MdtB [Klebsiella pneumoniae],Mutated,22,1040,Transporters
YP_005226977.1,putative ABC transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94621.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,14,248,Transporters
YP_005228880.1,Zinc transporter zupT [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96531.1 zinc transporter ZupT [Klebsiella pneumoniae],Mutated,5,256,Transporters
YP_005226637.1,putative ABC transport system ATP-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94314.1 methionine ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,23,337,Transporters
YP_005226121.1,lipid transporter ATP-binding protein/permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93781.1 lipid ABC transporter permease/ATP-binding protein [Klebsiella pneumoniae],Mutated,2,582,Transporters
YP_005225345.1,putative amino acid/amine transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93051.1 ethanolamine permease [Klebsiella pneumoniae],Mutated,10,459,Transporters
YP_005226844.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94505.1 MFS transporter [Klebsiella pneumoniae],Mutated,5,398,Transporters
YP_005225435.1,beta-lactamase synthesis regulator/muropeptide transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93135.1 AmpG family muropeptide MFS transporter [Klebsiella pneumoniae],Mutated,6,491,Transporters
YP_005227950.1,methyl-galactoside transport system ATP-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95581.1 galactose/methyl galactoside ABC transporter ATP-binding protein MglA [Klebsiella pneumoniae],Mutated,1,506,Transporters
YP_005229271.1,leucine/isoleucine/valine transporter permease subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96909.1 branched-chain amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,6,425,Transporters
YP_005229584.1,putative membrane transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92040.1 multidrug transporter subunit MdtL [Klebsiella pneumoniae],Mutated,6,392,Transporters
YP_005226011.1,putative DEOR-type transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93674.1 MFS transporter [Klebsiella pneumoniae],Mutated,4,400,Transporters
YP_005225340.1,high-affinity branched-chain amino acid ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93047.1 branched-chain amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,2,299,Transporters
YP_005229600.1,phosphate transporter subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92053.1 phosphate ABC transporter substrate-binding protein PstS [Klebsiella pneumoniae],Mutated,2,346,Transporters
YP_005228068.1,lysine-arginine-ornithine-binding periplasmic protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95694.1 histidine ABC transporter substrate-binding protein HisJ [Klebsiella pneumoniae],Mutated,3,260,Transporters
YP_005228717.1,arginine exporter protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96376.1 arginine transporter [Klebsiella pneumoniae],Mutated,19,197,Transporters
YP_005227908.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95545.1 MFS transporter [Klebsiella pneumoniae],Mutated,12,427,Transporters
YP_005228509.1,MFS superfamily D-glucarate permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96175.1 MFS transporter [Klebsiella pneumoniae],Mutated,2,450,Transporters
YP_005227514.1,YchO/YchP family invasin,GCA_002156725.1 ARS95104.1 YchO family inverse autotransporter domain-containing protein [Klebsiella pneumoniae],Mutated,16,450,Transporters
YP_005228518.1,putative ABC-type transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96184.1 sulfonate ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,6,313,Transporters
YP_005227965.1,bifunctional fructose-specific PTS IIA/HPr protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95595.1 bifunctional PTS fructose transporter subunit IIA/HPr protein [Klebsiella pneumoniae],Mutated,4,376,Transporters
YP_005224552.1,L-asparagine permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92317.1 L-asparagine permease [Klebsiella pneumoniae],Mutated,51,55,Transporters
YP_005225389.1,putative sugar-specific permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93091.1 PTS ascorbate transporter subunit IIC [Klebsiella pneumoniae],Mutated,4,463,Transporters
YP_005224702.1,inner membrane transporter YjeM [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92453.1 glutamate/gamma-aminobutyrate family transporter YjeM [Klebsiella pneumoniae],Mutated,19,500,Transporters
YP_005227002.1,DMT family transporter,GCA_002156725.1 ARS94647.1 EamA family transporter [Klebsiella pneumoniae],Mutated,38,308,Transporters
YP_005225259.1,neutral amino-acid efflux protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92972.1 amino acid transporter [Klebsiella pneumoniae],Mutated,6,196,Transporters
YP_005226816.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94483.1 GntP family transporter [Klebsiella pneumoniae],Mutated,4,454,Transporters
YP_005226841.1,urea ABC transporter ATP-binding protein UrtD [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94502.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,4,265,Transporters
YP_005226086.1,aquaporin Z [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93748.1 aquaporin [Klebsiella pneumoniae],Mutated,4,231,Transporters
YP_005227124.1,nickel ABC transporter periplasmic substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94752.1 ABC transporter substrate binding protein [Klebsiella pneumoniae],Mutated,9,540,Transporters
YP_005224897.1,putative LACI-type transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92640.1 autoinducer 2 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,3,327,Transporters
YP_005225980.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93643.1 anion transporter [Klebsiella pneumoniae],Mutated,8,370,Transporters
YP_005228139.1,sulfate/thiosulfate transporter permease subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95754.1 sulfate ABC transporter permease subunit CysW [Klebsiella pneumoniae],Mutated,4,291,Transporters
YP_005224979.1,tryptophan-specific transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97134.1 tryptophan transporter [Klebsiella pneumoniae],Mutated,38,100,Transporters
YP_005227894.1,peptide ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95533.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,8,257,Transporters
YP_005228446.1,"PEP-dependent phosphotransferase enzyme II, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96116.1 PTS cellobiose transporter subunit IIC [Klebsiella pneumoniae],Mutated,215,258,Transporters
YP_005228404.1,putative periplasmic solute binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96074.1 metal ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,16,292,Transporters
YP_005227040.1,sulfite exporter TauE/SafE family protein,GCA_002156725.1 ARS94683.1 anion permease [Klebsiella pneumoniae],Mutated,25,263,Transporters
YP_005227928.1,putative ABC-type proline/glycine betaine transport system inner membrane component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95559.1 osmoprotectant uptake system permease [Klebsiella pneumoniae],Mutated,5,245,Transporters
YP_005227490.1,oligopeptide transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95083.1 oligopeptide transporter permease [Klebsiella pneumoniae],Mutated,2,306,Transporters
YP_005228667.1,multidrug efflux system protein MdtO [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96327.1 multidrug transporter subunit MdtO [Klebsiella pneumoniae],Mutated,45,645,Transporters
YP_005228634.1,KdgM family porin OmpK26,GCA_002156725.1 ARS96294.1 porin [Klebsiella pneumoniae],Mutated,3,231,Transporters
YP_005228974.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96620.1 MFS transporter [Klebsiella pneumoniae],Mutated,13,443,Transporters
YP_005226053.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97183.1 transporter [Klebsiella pneumoniae],Mutated,96,468,Transporters
YP_005226773.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94443.1 pheromone autoinducer 2 transporter [Klebsiella pneumoniae],Mutated,13,332,Transporters
YP_005226642.1,aromatic amino acid transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94319.1 aromatic amino acid transporter AroP [Klebsiella pneumoniae],Mutated,10,459,Transporters
YP_005224894.1,putative multidrug ABC transporter ATPase and permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92637.1 multidrug ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,38,914,Transporters
YP_005229448.1,"putative ABC-type multidrug transport system, ATPase component, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS97070.1 multidrug ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,151,163,Transporters
YP_005227345.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94954.1 transporter [Klebsiella pneumoniae],Mutated,26,129,Transporters
YP_005227951.1,galactose ABC transporter substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95582.1 galactose ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,12,342,Transporters
YP_005228466.1,hemin transport system ATP-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96135.1 heme ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,13,259,Transporters
YP_005224630.1,"ribose ABC superfamily ATP binding cassette transporter, permease protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS92389.1 ribose ABC transporter permease [Klebsiella pneumoniae],Mutated,3,332,Transporters
YP_005225924.1,putative amino acid permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93589.1 amino acid permease [Klebsiella pneumoniae],Mutated,7,460,Transporters
YP_005227958.1,lysine transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95588.1 lysine transporter [Klebsiella pneumoniae],Mutated,2,489,Transporters
YP_005226498.1,peptide ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94113.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,3,330,Transporters
YP_005228851.1,putative permease of the Na+:galactoside symporter family [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96502.1 MFS transporter [Klebsiella pneumoniae],Mutated,3,472,Transporters
YP_005227736.1,putative amino-acid ABC transporter ATP-binding protein YecC [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95303.1 L-cystine ABC transporter ATP-binding protein YecC [Klebsiella pneumoniae],Mutated,20,233,Transporters
YP_005229402.1,PTS family enzyme IICB/enzyme IIA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97030.1 PTS mannitol transporter subunit IICBA [Klebsiella pneumoniae],Mutated,8,635,Transporters
YP_005225705.1,putative ABC transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93389.1 glutamate ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,2,253,Transporters
YP_005226898.1,putative guanine/xanthin permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94556.1 xanthine permease XanP [Klebsiella pneumoniae],Mutated,13,459,Transporters
YP_005228464.1,"hemin ABC superfamily ATP binding cassette transporter, binding protein HmuT [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96133.1 hemin ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,8,272,Transporters
YP_005228902.1,"permease, cytosine/purine, uracil, thiamine, allantoin family [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96550.1 allantoin permease [Klebsiella pneumoniae],Mutated,13,535,Transporters
YP_005225712.1,putative ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93396.1 peptide ABC transporter permease [Klebsiella pneumoniae],Mutated,11,340,Transporters
YP_005228115.1,manganese transport protein MntH [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95733.1 divalent metal cation transporter [Klebsiella pneumoniae],Mutated,24,392,Transporters
YP_005225067.1,citrate/acetate antiporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92800.1 malate permease [Klebsiella pneumoniae],Mutated,10,454,Transporters
YP_005227585.1,"major facilitator superfamily permease, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95168.1 MFS transporter [Klebsiella pneumoniae],Mutated,262,206,Transporters
YP_005228615.1,"putative phosphotransferase system, EIIC [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96278.1 PTS lactose transporter subunit IIC [Klebsiella pneumoniae],Mutated,3,445,Transporters
YP_005225363.1,putative permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93067.1 MFS transporter [Klebsiella pneumoniae],Mutated,2,399,Transporters
YP_005226180.1,putative extracellular solute-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93835.1 oligopeptide ABC transporter substrate-binding protein OppA [Klebsiella pneumoniae],Mutated,46,533,Transporters
YP_005227138.1,aromatic amino acid DMT transporter YddG,GCA_002156725.1 ARS94767.1 EamA family transporter [Klebsiella pneumoniae],Mutated,8,292,Transporters
YP_005225521.1,putative ABC transporter ATP-binding protein YbbA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93212.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,4,228,Transporters
YP_005226309.1,putrescine/spermidine ABC transporter ATPase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93945.1 putrescine/spermidine ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,4,378,Transporters
YP_005228987.1,PTS system galactitol-specific transporter subunit IIC [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96631.1 PTS galactitol transporter subunit IIC [Klebsiella pneumoniae],Mutated,2,460,Transporters
YP_005224733.1,PTS system ascorbate-specific transporter subunit IIC [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92483.1 PTS ascorbate transporter subunit IIC [Klebsiella pneumoniae],Mutated,8,466,Transporters
YP_005224748.1,putative cationic amino acid transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92499.1 EamA family transporter [Klebsiella pneumoniae],Mutated,13,323,Transporters
YP_005227156.1,ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94784.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,22,551,Transporters
YP_005225163.1,ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92886.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,2,255,Transporters
YP_005227309.1,major facilitator superfamily protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94922.1 MFS transporter [Klebsiella pneumoniae],Mutated,360,205,Transporters
YP_005225246.1,DL-methionine transporter ATP-binding subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS92959.1 D-methionine ABC transporter, ATP-binding protein [Klebsiella pneumoniae]",Mutated,5,343,Transporters
YP_005228622.1,putative binding-protein-dependent transport systems inner membrane component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96285.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,2,300,Transporters
YP_005225199.1,ferrichrome outer membrane transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92915.1 ferrichrome porin FhuA [Klebsiella pneumoniae],Mutated,32,709,Transporters
YP_005229474.1,sulfate transporter subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97091.1 sulfate transporter subunit [Klebsiella pneumoniae],Mutated,1,329,Transporters
YP_005227375.1,putative sugar transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94983.1 MFS transporter [Klebsiella pneumoniae],Mutated,12,410,Transporters
YP_005227233.1,hypothetical protein KPHS_29330 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94854.1 RND transporter [Klebsiella pneumoniae],Mutated,2,120,Transporters
YP_005228937.1,"autoinducer-2 ABC superfamily ATP binding cassette transporter, binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96585.1 autoinducer 2 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,9,333,Transporters
YP_005227302.1,oligopeptide ABC transport system permease component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94916.1 peptide ABC transporter permease [Klebsiella pneumoniae],Mutated,11,316,Transporters
YP_005228204.1,major facilitator superfamily transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95815.1 MFS transporter [Klebsiella pneumoniae],Mutated,54,410,Transporters
YP_005229253.1,low-affinity gluconate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96892.1 gluconate transporter [Klebsiella pneumoniae],Mutated,27,446,Transporters
YP_005225634.1,putative periplasmic binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93327.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,16,372,Transporters
YP_005226968.1,phosphoglycerate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94613.1 MFS transporter [Klebsiella pneumoniae],Mutated,205,268,Transporters
YP_005229540.1,hexose phosphate transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91996.1 hexose phosphate transporter [Klebsiella pneumoniae],Mutated,2,463,Transporters
YP_005226073.1,arginine ABC transporter periplasmic substrate-binding protein ArtI [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97185.1 arginine ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,10,243,Transporters
YP_005226009.1,major facilitator superfamily protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93672.1 multidrug transporter MdfA [Klebsiella pneumoniae],Mutated,2,410,Transporters
